datetime,from_stop,to_stop,riders,total_km,order_type,station_from,station_to
2023-04-08,D'Pulze Cyberjaya Bus Stop(11806),Cyberia Gate 2(11858),2,2.41,on-demand,11806,11858
2023-04-03,Wisma Shell Bus Stop(12192),Putrajaya Central (Cyberjaya)(11798),1,7.1,on-demand,12192,11798
2023-04-03,Tamarind Square Bus Stop(11807),HSBC Group Service Centre (Bus Stop)(11833),1,2.15,on-demand,11807,11833
2023-04-12,Lim Kok Weng University (Barat) Bus Stop(11831),UNIKOP(12216),2,2.84,on-demand,11831,12216
2023-04-04,MRT Cyberjaya City Centre Bus Stop(11799),University of Cyberjaya (UoC)(11829),1,5.29,on-demand,11799,11829
2023-04-07,Gem In Mall(11800),MRT Cyberjaya City Centre Bus Stop(11799),3,4.94,on-demand,11800,11799
2023-04-07,"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)","Surau Al-Hidayah (Bus Stop), MMU(11828)",3,1.97,on-demand,11821,11828
2023-04-07,Cyberia Gate 2(11858),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.11,on-demand,11858,12327
2023-04-04,Gem In Mall(11800),University of Cyberjaya (UoC)(11829),2,1.36,on-demand,11800,11829
2023-04-13,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),2,3.55,on-demand,11855,12216
2023-04-16,"MMU Bus Stop, Persiaran Multimedia(11827)",Shaftsbusry Square Bus Stop(11808),1,0.0,on-demand,11827,11808
2023-04-15,Lim Kok Weng University (Barat) Bus Stop(11831),D'Pulze Cyberjaya Bus Stop(11806),2,4.1,on-demand,11831,11806
2023-04-10,The Arc Cyberjaya (Bus Stop)(11855),Malakat Mall (11810),1,2.63,on-demand,11855,11810
2023-04-18,MRT Cyberjaya Utara Station Bus Stop(12327),Malakat Mall (11810),1,4.58,on-demand,12327,11810
2023-04-11,Garden Plaza(11863),Sports Arena Cyberjaya(11814),1,4.52,on-demand,11863,11814
2023-04-01,Star Grocer Cybersquare(11824),D'Pulze Cyberjaya Bus Stop(11806),1,1.5,on-demand,11824,11806
2023-04-10,Cyberia Crescent 1 Condo (Main Entrance)(11841),Shaftsbusry Square Bus Stop(11808),1,4.79,on-demand,11841,11808
2023-04-18,Cyberjaya Smart School Complex(Bus Stop)(11870),Bio-X Centre(12306),1,2.56,on-demand,11870,12306
2023-04-10,Gem In Mall(11800),Masjid Fisabillah Bus Stop(11812),1,2.67,advanced booking,11800,11812
2023-04-28,Cyberia Crescent 1 Condo (Main Entrance)(11841),MRT Cyberjaya City Centre Bus Stop(11799),1,5.7,advanced booking,11841,11799
2023-04-07,Lim Kok Weng University (Barat) Bus Stop(11831),Mutiara Ville Residence-Persiaran Sepang(11853),1,5.91,on-demand,11831,11853
2023-04-20,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-04-19,University of Cyberjaya (UoC)(11829),Malakat Mall (11810),2,2.16,on-demand,11829,11810
2023-04-01,Kenwingston Square Garden (Main Lobby)(11804),MRT Cyberjaya City Centre Bus Stop(11799),1,0.0,on-demand,11804,11799
2023-04-07,Masjid Fisabillah Bus Stop(11812),The Arc Cyberjaya (Bus Stop)(11855),1,3.13,on-demand,11812,11855
2023-04-07,Cyberia Crescent 1 Condo (Main Entrance)(11841),Putrajaya Central (Cyberjaya)(11798),1,7.21,on-demand,11841,11798
2023-04-12,Gem In Mall(11800),Putrajaya Central (Cyberjaya)(11798),1,7.97,on-demand,11800,11798
2023-04-04,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),1,3.2,on-demand,12216,11855
2023-04-16,Serin Residency (Main Entrance)(11839),The Arc Cyberjaya (Bus Stop)(11855),1,2.61,on-demand,11839,11855
2023-04-19,Verdi Eco-dominiums(11846),HSBC Group Service Centre (Bus Stop)(11833),1,2.79,on-demand,11846,11833
2023-04-16,Cyberia Crescent 1 Condo (Main Entrance)(11841),Shaftsbusry Square Bus Stop(11808),1,0.0,on-demand,11841,11808
2023-04-04,The Arc Cyberjaya (Bus Stop)(11855),Malakat Mall (11810),1,2.63,on-demand,11855,11810
2023-04-20,Shaftsbusry Square Bus Stop(11808),Cyberia Smart Homes Guard House Gate A(11857),1,2.81,on-demand,11808,11857
2023-04-05,Domain 1(11869),Malakat Mall (11810),4,1.33,on-demand,11869,11810
2023-04-15,Cyberia Smart Homes Guard House Gate A(11857),MRT Cyberjaya Utara Station Bus Stop(12327),1,5.82,on-demand,11857,12327
2023-04-05,Bank Islam Cyberjaya (CBD Perdana 2)(11820),Mutiara Ville Residence-Persiaran Sepang(11853),1,3.45,on-demand,11820,11853
2023-04-07,UNIKOP(12216),Lim Kok Weng University (Barat) Bus Stop(11831),1,2.65,on-demand,12216,11831
2023-04-20,UNIKOP(12216),Garden Plaza(11863),1,0.0,on-demand,12216,11863
2023-04-17,MRT Cyberjaya City Centre Bus Stop(11799),Shaftsbusry Square Bus Stop(11808),1,3.44,on-demand,11799,11808
2023-04-27,MRT Cyberjaya City Centre Bus Stop(11799),Shaftsbusry Square Bus Stop(11808),1,3.44,advanced booking,11799,11808
2023-04-09,D'Pulze Cyberjaya Bus Stop(11806),Wisma Shell Bus Stop(12192),1,1.56,on-demand,11806,12192
2023-04-11,MRT Cyberjaya City Centre Bus Stop(11799),Verdi Eco-dominiums(11846),1,5.6,on-demand,11799,11846
2023-04-04,SP 43 Perdana Lakeview West (Bus Stop) (11872),MRT Cyberjaya City Centre Bus Stop(11799),1,4.0,on-demand,11872,11799
2023-04-01,Bank Islam Cyberjaya (CBD Perdana 2)(11820),Putrajaya Central (Cyberjaya)(11798),1,7.09,advanced booking,11820,11798
2023-04-13,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),3,3.55,on-demand,11855,12216
2023-04-12,The Arc Cyberjaya (Bus Stop)(11855),Sports Arena Cyberjaya(11814),1,3.82,on-demand,11855,11814
2023-04-05,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),5,0.0,on-demand,12216,11855
2023-04-07,Star Central(11803),MRT Cyberjaya Utara Station Bus Stop(12327),1,5.96,on-demand,11803,12327
2023-04-05,"Surau Al-Hidayah (Bus Stop), MMU(11828)",MRT Cyberjaya City Centre Bus Stop(11799),1,3.94,on-demand,11828,11799
2023-04-06,Malakat Mall (11810),MRT Cyberjaya Utara Station Bus Stop(12327),2,4.73,on-demand,11810,12327
2023-04-19,MRT Cyberjaya City Centre Bus Stop(11799),University of Cyberjaya (UoC)(11829),1,5.29,on-demand,11799,11829
2023-04-09,D'Pulze Cyberjaya Bus Stop(11806),The Arc Cyberjaya (Bus Stop)(11855),1,2.31,on-demand,11806,11855
2023-04-11,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-04-16,"MMU Bus Stop, Persiaran Multimedia(11827)",Malakat Mall (11810),3,1.71,on-demand,11827,11810
2023-04-20,Verdi Eco-dominiums(11846),The Arc Cyberjaya (Bus Stop)(11855),1,1.3,on-demand,11846,11855
2023-04-12,Mutiara Ville Residence-Persiaran Sepang(11853),University of Cyberjaya (UoC)(11829),2,1.74,on-demand,11853,11829
2023-04-04,"MMU Bus Stop, Persiaran Multimedia(11827)",MRT Cyberjaya Utara Station Bus Stop(12327),1,5.55,on-demand,11827,12327
2023-04-16,The Arc Cyberjaya (Bus Stop)(11855),University of Cyberjaya (UoC)(11829),4,0.6,on-demand,11855,11829
2023-04-26,Putrajaya Central (Cyberjaya)(11798),Mutiara Ville Residence-Persiaran Sepang(11853),1,7.99,on-demand,11798,11853
2023-04-30,MRT Cyberjaya City Centre Bus Stop(11799),Jom Corner (J Corner) Bus Stop(11823),1,3.48,on-demand,11799,11823
2023-04-08,Kanvas SOHO (Bus Stop)(11825),D'Pulze Cyberjaya Bus Stop(11806),1,2.11,on-demand,11825,11806
2023-04-10,MRT Cyberjaya City Centre Bus Stop(11799),Futurise Center(11757),1,4.81,on-demand,11799,11757
2023-04-04,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),2,3.2,on-demand,12216,11855
2023-04-11,The Arc Cyberjaya (Bus Stop)(11855),University of Cyberjaya (UoC)(11829),1,0.6,on-demand,11855,11829
2023-04-07,Serin Residency (Main Entrance)(11839),"Surau Al-Hidayah (Bus Stop), MMU(11828)",1,1.82,on-demand,11839,11828
2023-04-15,Cyberia Crescent 1 Condo (Main Entrance)(11841),McDonald's @ Edusphere Cyberjaya(12217),1,2.81,on-demand,11841,12217
2023-04-04,MRT Cyberjaya City Centre Bus Stop(11799),Shaftsbusry Square Bus Stop(11808),1,3.44,on-demand,11799,11808
2023-04-06,The Arc Cyberjaya (Bus Stop)(11855),University of Cyberjaya (UoC)(11829),1,0.6,on-demand,11855,11829
2023-04-10,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-04-13,Mutiara Ville Residence-Persiaran Sepang(11853),Gem In Mall(11800),3,0.51,on-demand,11853,11800
2023-04-27,MRT Cyberjaya City Centre Bus Stop(11799),Star Central(11803),1,4.34,on-demand,11799,11803
2023-04-19,Shaftsbusry Square Bus Stop(11808),MRT Cyberjaya City Centre Bus Stop(11799),1,2.83,on-demand,11808,11799
2023-04-27,MRT Cyberjaya Utara Station Bus Stop(12327),D'Pulze Cyberjaya Bus Stop(11806),1,4.94,on-demand,12327,11806
2023-04-24,Cyberia Smart Homes Guard House Gate A(11857),D'Pulze Cyberjaya Bus Stop(11806),2,1.48,on-demand,11857,11806
2023-04-07,Star Central(11803),Putrajaya Central (Cyberjaya)(11798),1,4.81,advanced booking,11803,11798
2023-04-11,Shaftsbusry Square Bus Stop(11808),UNIKOP(12216),1,1.35,advanced booking,11808,12216
2023-04-07,D'Pulze Cyberjaya Bus Stop(11806),Wisma Shell Bus Stop(12192),2,1.56,on-demand,11806,12192
2023-04-12,D'Pulze Cyberjaya Bus Stop(11806),Cyberia Crescent 1 Condo (Main Entrance)(11841),1,2.97,on-demand,11806,11841
2023-04-27,Putrajaya Central (Cyberjaya)(11798),Star Grocer Cybersquare(11824),1,5.39,advanced booking,11798,11824
2023-04-26,Garden Plaza(11863),D'Pulze Cyberjaya Bus Stop(11806),1,4.97,advanced booking,11863,11806
2023-04-30,Mutiara Ville Residence-Persiaran Sepang(11853),Neo Cyber(11817),1,3.02,on-demand,11853,11817
2023-04-29,Mutiara Ville Residence-Persiaran Sepang(11853),D'Pulze Cyberjaya Bus Stop(11806),1,2.37,on-demand,11853,11806
2023-04-20,Cyberia Gate 2(11858),D'Pulze Cyberjaya Bus Stop(11806),1,2.0,on-demand,11858,11806
2023-04-03,Shaftsbusry Square Bus Stop(11808),"Kompleks TM Bus Stop, Persiaran Sepang(11881)",1,1.62,on-demand,11808,11881
2023-04-15,Malakat Mall (11810),Star Grocer Cybersquare(11824),1,1.48,advanced booking,11810,11824
2023-04-19,Cristal Serin Residence (Main Entrance)(11840),Gem In Mall(11800),1,2.64,on-demand,11840,11800
2023-04-27,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya City Centre Bus Stop(11799),1,4.81,on-demand,11855,11799
2023-04-19,Lim Kok Weng University (Barat) Bus Stop(11831),Cristal Serin Residence (Main Entrance)(11840),1,5.28,on-demand,11831,11840
2023-04-18,D'Pulze Cyberjaya Bus Stop(11806),Serin Residency (Main Entrance)(11839),1,1.85,on-demand,11806,11839
2023-04-04,MRT Cyberjaya City Centre Bus Stop(11799),University of Cyberjaya (UoC)(11829),1,5.29,on-demand,11799,11829
2023-04-02,Gem In Mall(11800),Tan'Yaa Hotel by Ri-Yaz(12307),1,2.84,on-demand,11800,12307
2023-04-27,Garden Plaza(11863),Tamarind Square Bus Stop(11807),1,6.07,on-demand,11863,11807
2023-04-28,Lakefront Homes(11849),Sports Arena Cyberjaya(11814),1,5.76,on-demand,11849,11814
2023-04-12,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),2,3.55,on-demand,11855,12216
2023-04-12,MRT Cyberjaya Utara Station Bus Stop(12327),"Surau Al-Hidayah (Bus Stop), MMU(11828)",1,5.54,on-demand,12327,11828
2023-04-05,elc International School(11885),Putrajaya Central (Cyberjaya)(11798),1,7.43,on-demand,11885,11798
2023-04-26,MRT Cyberjaya City Centre Bus Stop(11799),Cyberjaya Smart School Complex(Bus Stop)(11870),1,4.04,on-demand,11799,11870
2023-04-13,University of Cyberjaya (UoC)(11829),D'Pulze Cyberjaya Bus Stop(11806),2,2.72,on-demand,11829,11806
2023-04-12,Cyberview Sdn Bhd(11756),Putrajaya Central (Cyberjaya)(11798),1,5.57,advanced booking,11756,11798
2023-04-14,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),1,2.64,on-demand,11806,11800
2023-04-13,University of Cyberjaya (UoC)(11829),Mutiara Ville Residence-Persiaran Sepang(11853),1,2.19,on-demand,11829,11853
2023-04-12,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),1,2.64,on-demand,11806,11800
2023-04-06,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),2,3.2,on-demand,12216,11855
2023-04-08,Gem In Mall(11800),Putrajaya Central (Cyberjaya)(11798),1,7.97,on-demand,11800,11798
2023-04-10,Shaftsbusry Square Bus Stop(11808),Bank Islam Cyberjaya (CBD Perdana 2)(11820),1,1.63,on-demand,11808,11820
2023-04-10,The Arc Cyberjaya (Bus Stop)(11855),"MMU Bus Stop, Persiaran Multimedia(11827)",1,0.92,advanced booking,11855,11827
2023-04-05,LakeFront Residence (Entrance)(11850),Star Grocer Cybersquare(11824),1,4.26,on-demand,11850,11824
2023-04-05,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),1,3.2,on-demand,12216,11855
2023-04-11,"Surau Al-Hidayah (Bus Stop), MMU(11828)",Serin Residency (Main Entrance)(11839),1,1.7,on-demand,11828,11839
2023-04-06,Lim Kok Weng University (Barat) Bus Stop(11831),Shaftsbusry Square Bus Stop(11808),1,4.3,on-demand,11831,11808
2023-04-12,MRT Cyberjaya Utara Station Bus Stop(12327),Wisma Shell Bus Stop(12192),1,3.56,advanced booking,12327,12192
2023-04-08,Star Grocer Cybersquare(11824),Putrajaya Central (Cyberjaya)(11798),3,5.74,on-demand,11824,11798
2023-04-19,Shaftsbusry Square Bus Stop(11808),University of Cyberjaya (UoC)(11829),1,3.93,on-demand,11808,11829
2023-04-03,Cyberjaya Smart School Complex(Bus Stop)(11870),"SP 52 UNIMY Bus Stop, Persiaran Apec(11883)",2,2.39,on-demand,11870,11883
2023-04-05,D'Pulze Cyberjaya Bus Stop(11806),Tamarind Square Bus Stop(11807),1,2.03,on-demand,11806,11807
2023-04-28,Malakat Mall (11810),Tamarind Square Bus Stop(11807),1,1.96,on-demand,11810,11807
2023-04-04,Tapak Urban Street(11801),The Arc Cyberjaya (Bus Stop)(11855),2,3.89,on-demand,11801,11855
2023-04-08,Mutiara Ville Residence-Persiaran Sepang(11853),MRT Cyberjaya City Centre Bus Stop(11799),3,5.31,on-demand,11853,11799
2023-04-07,"Surau Al-Hidayah (Bus Stop), MMU(11828)",The Arc Cyberjaya (Bus Stop)(11855),1,1.92,advanced booking,11828,11855
2023-04-03,The Arc Cyberjaya (Bus Stop)(11855),"Surau Al-Hidayah (Bus Stop), MMU(11828)",1,1.1,on-demand,11855,11828
2023-04-13,Gem In Mall(11800),D'Pulze Cyberjaya Bus Stop(11806),1,1.99,on-demand,11800,11806
2023-04-08,The Arc Cyberjaya (Bus Stop)(11855),McDonald's - Cyber 5 Bus Stop(12191),1,2.71,on-demand,11855,12191
2023-04-03,Gem In Mall(11800),University of Cyberjaya (UoC)(11829),1,1.36,on-demand,11800,11829
2023-04-14,Cyberia Gate 2(11858),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.11,on-demand,11858,12327
2023-04-20,Kenwingston Square Garden (Main Lobby)(11804),Padi House Cafeteria and Deli Cafe(11826),1,1.32,on-demand,11804,11826
2023-04-04,MRT Cyberjaya City Centre Bus Stop(11799),Domain 1(11869),1,4.11,on-demand,11799,11869
2023-04-13,Shaftsbusry Square Bus Stop(11808),Putrajaya Central (Cyberjaya)(11798),1,6.33,on-demand,11808,11798
2023-04-17,Cyberjaya Smart School Complex(Bus Stop)(11870),MRT Cyberjaya City Centre Bus Stop(11799),1,4.29,advanced booking,11870,11799
2023-04-05,University of Cyberjaya (UoC)(11829),LakeFront Residence (Entrance)(11850),1,1.27,on-demand,11829,11850
2023-04-03,Universiti Islam Malaysia Bus Stop(11887),The Arc Cyberjaya (Bus Stop)(11855),1,3.86,on-demand,11887,11855
2023-04-08,The Arc Cyberjaya (Bus Stop)(11855),Putrajaya Central (Cyberjaya)(11798),1,8.07,on-demand,11855,11798
2023-04-10,D'Pulze Cyberjaya Bus Stop(11806),Shaftsbusry Square Bus Stop(11808),1,2.65,on-demand,11806,11808
2023-04-13,The Arc Cyberjaya (Bus Stop)(11855),University of Cyberjaya (UoC)(11829),2,0.6,on-demand,11855,11829
2023-04-10,University of Cyberjaya (UoC)(11829),D'Pulze Cyberjaya Bus Stop(11806),1,2.72,on-demand,11829,11806
2023-04-18,Wisma Shell Bus Stop(12192),Putrajaya Central (Cyberjaya)(11798),1,7.1,on-demand,12192,11798
2023-04-21,Cyberia Gate 2(11858),Putrajaya Central (Cyberjaya)(11798),1,7.97,on-demand,11858,11798
2023-04-28,Serin Residency (Main Entrance)(11839),Universiti Islam Malaysia Bus Stop(11887),1,3.84,advanced booking,11839,11887
2023-04-16,Wisma Shell Bus Stop(12192),Domain 1(11869),1,0.0,on-demand,12192,11869
2023-04-13,University of Cyberjaya (UoC)(11829),The Arc Cyberjaya (Bus Stop)(11855),1,1.49,on-demand,11829,11855
2023-04-06,Star Central(11803),Garden Plaza(11863),1,5.72,advanced booking,11803,11863
2023-04-04,Putrajaya Central (Cyberjaya)(11798),Shaftsbusry Square Bus Stop(11808),1,6.26,on-demand,11798,11808
2023-04-29,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya City Centre Bus Stop(11799),4,4.81,on-demand,11855,11799
2023-04-01,Mutiara Ville Residence-Persiaran Sepang(11853),The Arc Cyberjaya (Bus Stop)(11855),1,1.15,on-demand,11853,11855
2023-04-06,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),4,3.2,on-demand,12216,11855
2023-04-26,The Arc Cyberjaya (Bus Stop)(11855),Sports Arena Cyberjaya(11814),1,3.82,on-demand,11855,11814
2023-04-13,"Surau Al-Hidayah (Bus Stop), MMU(11828)",MRT Cyberjaya City Centre Bus Stop(11799),1,3.94,on-demand,11828,11799
2023-04-28,Cyberia Gate 2(11858),Prima Avenue 1 Bus Stop(11818),1,3.12,on-demand,11858,11818
2023-04-25,Mutiara Ville Residence-Persiaran Sepang(11853),Lim Kok Weng University (Barat) Bus Stop(11831),1,5.98,on-demand,11853,11831
2023-04-12,Tamarind Square Bus Stop(11807),Malakat Mall (11810),1,2.4,on-demand,11807,11810
2023-04-17,"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",Mutiara Ville Residence-Persiaran Sepang(11853),1,3.19,on-demand,11821,11853
2023-04-11,Futurise Center(11757),"CUCMS Bus Stop, Persiaran Teknokrat 3(11879)",1,3.52,on-demand,11757,11879
2023-04-27,Putrajaya Central (Cyberjaya)(11798),Shaftsbusry Square Bus Stop(11808),2,6.26,on-demand,11798,11808
2023-04-04,"MMU Bus Stop, Persiaran Multimedia(11827)",Shaftsbusry Square Bus Stop(11808),1,3.21,on-demand,11827,11808
2023-04-04,MRT Cyberjaya Utara Station Bus Stop(12327),Garden Plaza(11863),1,2.4,on-demand,12327,11863
2023-04-05,D'Pulze Cyberjaya Bus Stop(11806),LakeFront Residence (Entrance)(11850),1,3.69,on-demand,11806,11850
2023-04-25,Malakat Mall (11810),Cyberjaya Smart School Complex(Bus Stop)(11870),1,0.0,on-demand,11810,11870
2023-04-10,The Arc Cyberjaya (Bus Stop)(11855),Cottage Walk Bus Stop(11822),1,3.12,on-demand,11855,11822
2023-04-30,Kanvas SOHO (Bus Stop)(11825),MRT Cyberjaya Utara Station Bus Stop(12327),1,5.28,on-demand,11825,12327
2023-04-08,D'Pulze Cyberjaya Bus Stop(11806),Tamarind Square Bus Stop(11807),2,2.03,on-demand,11806,11807
2023-04-13,D'Pulze Cyberjaya Bus Stop(11806),"Surau Al-Hidayah (Bus Stop), MMU(11828)",1,1.52,on-demand,11806,11828
2023-04-13,UNIKOP(12216),Cyberjaya Smart School Complex(Bus Stop)(11870),1,2.52,on-demand,12216,11870
2023-04-06,University of Cyberjaya (UoC)(11829),The Arc Cyberjaya (Bus Stop)(11855),2,1.49,on-demand,11829,11855
2023-04-25,Wisma Shell Bus Stop(12192),Gem In Mall(11800),1,4.03,on-demand,12192,11800
2023-04-30,Lim Kok Weng University (Barat) Bus Stop(11831),D'Pulze Cyberjaya Bus Stop(11806),1,4.1,advanced booking,11831,11806
2023-04-09,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-04-20,Wisma Shell Bus Stop(12192),D'Pulze Cyberjaya Bus Stop(11806),1,2.33,on-demand,12192,11806
2023-04-26,D'Pulze Cyberjaya Bus Stop(11806),Cyberjaya Smart School Complex(Bus Stop)(11870),1,1.4,on-demand,11806,11870
2023-04-18,Shaftsbusry Square Bus Stop(11808),The Arc Cyberjaya (Bus Stop)(11855),1,3.33,on-demand,11808,11855
2023-04-29,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),2,2.1,on-demand,11855,11806
2023-04-27,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya City Centre Bus Stop(11799),1,4.81,on-demand,11855,11799
2023-04-08,Malakat Mall (11810),Lake point Residence (Entrance)(11852),1,2.98,on-demand,11810,11852
2023-04-12,MRT Cyberjaya City Centre Bus Stop(11799),The Arc Cyberjaya (Bus Stop)(11855),1,4.96,advanced booking,11799,11855
2023-04-02,MRT Cyberjaya City Centre Bus Stop(11799),Sports Arena Cyberjaya(11814),1,0.0,advanced booking,11799,11814
2023-04-26,Wisma Shell Bus Stop(12192),Putrajaya Central (Cyberjaya)(11798),1,7.1,on-demand,12192,11798
2023-04-05,D'Pulze Cyberjaya Bus Stop(11806),MRT Cyberjaya Utara Station Bus Stop(12327),1,4.73,on-demand,11806,12327
2023-04-17,UNIKOP(12216),Tamarind Square Bus Stop(11807),2,3.16,on-demand,12216,11807
2023-04-11,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),5,3.2,on-demand,12216,11855
2023-04-11,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.01,on-demand,11855,12327
2023-04-11,The Arc Cyberjaya (Bus Stop)(11855),Malakat Mall (11810),1,2.63,on-demand,11855,11810
2023-04-05,Gem In Mall(11800),Putrajaya Central (Cyberjaya)(11798),1,7.97,advanced booking,11800,11798
2023-04-21,"MMU Bus Stop, Persiaran Multimedia(11827)",Shaftsbusry Square Bus Stop(11808),1,3.21,on-demand,11827,11808
2023-04-15,McDonald's - Cyber 5 Bus Stop(12191),Cyberia Smart Homes Guard House Gate A(11857),2,2.03,on-demand,12191,11857
2023-04-13,Tamarind Square Bus Stop(11807),HSBC Group Service Centre (Bus Stop)(11833),1,2.15,on-demand,11807,11833
2023-04-09,Shaftsbusry Square Bus Stop(11808),Serin Residency (Main Entrance)(11839),1,2.86,on-demand,11808,11839
2023-04-03,MRT Cyberjaya City Centre Bus Stop(11799),University of Cyberjaya (UoC)(11829),1,5.29,on-demand,11799,11829
2023-04-28,Mutiara Ville Residence-Persiaran Sepang(11853),Domain 1(11869),1,3.19,on-demand,11853,11869
2023-04-11,University of Cyberjaya (UoC)(11829),MRT Cyberjaya City Centre Bus Stop(11799),1,4.21,on-demand,11829,11799
2023-04-04,MRT Cyberjaya City Centre Bus Stop(11799),The Arc Cyberjaya (Bus Stop)(11855),1,4.96,advanced booking,11799,11855
2023-04-04,"Surau Al-Hidayah (Bus Stop), MMU(11828)",Gem In Mall(11800),1,2.25,on-demand,11828,11800
2023-04-29,MRT Cyberjaya City Centre Bus Stop(11799),Kanvas SOHO (Bus Stop)(11825),1,3.52,on-demand,11799,11825
2023-04-06,"Surau Al-Hidayah (Bus Stop), MMU(11828)",MRT Cyberjaya Utara Station Bus Stop(12327),1,5.35,on-demand,11828,12327
2023-04-13,Mutiara Ville Residence-Persiaran Sepang(11853),Putrajaya Central (Cyberjaya)(11798),3,8.34,advanced booking,11853,11798
2023-04-11,Lim Kok Weng University (Barat) Bus Stop(11831),Menara Hasil Cyber (Utara) Bus Stop(11882),1,5.29,on-demand,11831,11882
2023-04-18,MRT Cyberjaya City Centre Bus Stop(11799),The Arc Cyberjaya (Bus Stop)(11855),1,4.96,on-demand,11799,11855
2023-04-15,Gem In Mall(11800),Masjid Fisabillah Bus Stop(11812),1,2.67,advanced booking,11800,11812
2023-04-16,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.01,on-demand,11855,12327
2023-04-12,MRT Cyberjaya City Centre Bus Stop(11799),McDonald's - Cyber 5 Bus Stop(12191),1,2.72,on-demand,11799,12191
2023-04-15,Cyberia Gate 2(11858),D'Pulze Cyberjaya Bus Stop(11806),1,2.0,on-demand,11858,11806
2023-04-17,Bio-X Centre(12306),Cyberjaya Smart School Complex(Bus Stop)(11870),1,1.77,advanced booking,12306,11870
2023-04-03,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),1,2.64,on-demand,11806,11800
2023-04-04,MRT Cyberjaya City Centre Bus Stop(11799),Star Central(11803),1,4.34,on-demand,11799,11803
2023-04-10,Lim Kok Weng University (Barat) Bus Stop(11831),Shaftsbusry Square Bus Stop(11808),1,4.3,on-demand,11831,11808
2023-04-06,Wisma Shell Bus Stop(12192),MRT Cyberjaya Utara Station Bus Stop(12327),1,3.43,on-demand,12192,12327
2023-04-21,Mutiara Ville Residence-Persiaran Sepang(11853),D'Pulze Cyberjaya Bus Stop(11806),1,2.37,on-demand,11853,11806
2023-04-06,Cyberia Smart Homes Guard House Gate A(11857),UNIKOP(12216),1,2.94,on-demand,11857,12216
2023-04-15,Star Grocer Cybersquare(11824),D'Pulze Cyberjaya Bus Stop(11806),1,1.5,on-demand,11824,11806
2023-04-30,MRT Cyberjaya City Centre Bus Stop(11799),Tamarind Square Bus Stop(11807),1,4.68,on-demand,11799,11807
2023-04-28,The Arc Cyberjaya (Bus Stop)(11855),Cyberjaya Smart School Complex(Bus Stop)(11870),1,2.36,on-demand,11855,11870
2023-04-03,Cottage Walk Bus Stop(11822),The Arc Cyberjaya (Bus Stop)(11855),1,3.4,on-demand,11822,11855
2023-04-15,Garden Plaza(11863),Lim Kok Weng University (Barat) Bus Stop(11831),1,2.05,on-demand,11863,11831
2023-04-25,Cyberia Gate 2(11858),MRT Cyberjaya City Centre Bus Stop(11799),1,4.94,on-demand,11858,11799
2023-04-28,Gem In Mall(11800),D'Pulze Cyberjaya Bus Stop(11806),1,1.99,on-demand,11800,11806
2023-04-10,The Arc Cyberjaya (Bus Stop)(11855),Cyberjaya Hospital(12223),1,1.71,on-demand,11855,12223
2023-04-30,Gem In Mall(11800),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.26,on-demand,11800,12327
2023-04-03,LakeFront Residence (Entrance)(11850),University of Cyberjaya (UoC)(11829),1,2.49,on-demand,11850,11829
2023-04-04,Sports Arena Cyberjaya(11814),Lakefront Homes(11849),1,5.07,on-demand,11814,11849
2023-04-14,UNIKOP(12216),Lim Kok Weng University (Barat) Bus Stop(11831),1,2.65,on-demand,12216,11831
