month,origin,destination,origin_label,destination_label,origin_line_code,destination_line_code,origin_line,destination_line,flow_type,ridership,origin_rank,destination_rank,ridership_k
2026-03,KG20: Tun Razak Exchange,KG21: Cochrane,Tun Razak Exchange,Cochrane,KG,KG,MRT Kajang,MRT Kajang,Same line,38309,4,12,38.309
2026-03,KG20: Tun Razak Exchange,KG22: Maluri,Tun Razak Exchange,Maluri,KG,KG,MRT Kajang,MRT Kajang,Same line,38642,4,5,38.642
2026-03,KG20: Tun Razak Exchange,KJ03: Wangsa Maju,Tun Razak Exchange,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1076,4,14,1.076
2026-03,KG20: Tun Razak Exchange,KJ09: Ampang Park,Tun Razak Exchange,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,61,4,7,0.061
2026-03,KG20: Tun Razak Exchange,KJ10: KLCC,Tun Razak Exchange,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,2034,4,2,2.034
2026-03,KG20: Tun Razak Exchange,KJ14: Pasar Seni,Tun Razak Exchange,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,11373,4,8,11.373
2026-03,KG20: Tun Razak Exchange,KJ15: KL Sentral,Tun Razak Exchange,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,2256,4,3,2.256
2026-03,KG20: Tun Razak Exchange,KJ16: Bank Rakyat Bangsar,Tun Razak Exchange,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,2163,4,15,2.163
2026-03,KG20: Tun Razak Exchange,KJ17: Abdullah Hukum,Tun Razak Exchange,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,3535,4,6,3.535
2026-03,KG20: Tun Razak Exchange,MR06: Bukit Bintang,Tun Razak Exchange,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,48,4,9,0.048
2026-03,KG21: Cochrane,AG07: Masjid Jamek,Cochrane,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,2262,12,10,2.262
2026-03,KG21: Cochrane,KG09: Bandar Utama,Cochrane,Bandar Utama,KG,KG,MRT Kajang,MRT Kajang,Same line,2810,12,13,2.81
2026-03,KG21: Cochrane,KG15: Muzium Negara,Cochrane,Muzium Negara,KG,KG,MRT Kajang,MRT Kajang,Same line,7294,12,11,7.294
2026-03,KG21: Cochrane,KG18: Bukit Bintang,Cochrane,Bukit Bintang,KG,KG,MRT Kajang,MRT Kajang,Same line,36881,12,1,36.881
2026-03,KG21: Cochrane,KG20: Tun Razak Exchange,Cochrane,Tun Razak Exchange,KG,KG,MRT Kajang,MRT Kajang,Same line,35253,12,4,35.253
2026-03,KG21: Cochrane,KG22: Maluri,Cochrane,Maluri,KG,KG,MRT Kajang,MRT Kajang,Same line,20720,12,5,20.72
2026-03,KG21: Cochrane,KJ03: Wangsa Maju,Cochrane,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1583,12,14,1.583
2026-03,KG21: Cochrane,KJ09: Ampang Park,Cochrane,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,82,12,7,0.082
2026-03,KG21: Cochrane,KJ10: KLCC,Cochrane,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,2383,12,2,2.383
2026-03,KG21: Cochrane,KJ14: Pasar Seni,Cochrane,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,7174,12,8,7.174
2026-03,KG21: Cochrane,KJ15: KL Sentral,Cochrane,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1072,12,3,1.072
2026-03,KG21: Cochrane,KJ16: Bank Rakyat Bangsar,Cochrane,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1334,12,15,1.334
2026-03,KG21: Cochrane,KJ17: Abdullah Hukum,Cochrane,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,2404,12,6,2.404
2026-03,KG21: Cochrane,MR06: Bukit Bintang,Cochrane,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,12,12,9,0.012
2026-03,KG22: Maluri,AG07: Masjid Jamek,Maluri,Masjid Jamek,KG,AG,MRT Kajang,Ampang,Inter-line,3986,5,10,3.986
2026-03,KG22: Maluri,KG09: Bandar Utama,Maluri,Bandar Utama,KG,KG,MRT Kajang,MRT Kajang,Same line,6243,5,13,6.243
2026-03,KG22: Maluri,KG15: Muzium Negara,Maluri,Muzium Negara,KG,KG,MRT Kajang,MRT Kajang,Same line,20601,5,11,20.601
2026-03,KG22: Maluri,KG18: Bukit Bintang,Maluri,Bukit Bintang,KG,KG,MRT Kajang,MRT Kajang,Same line,58680,5,1,58.68
2026-03,KG22: Maluri,KG20: Tun Razak Exchange,Maluri,Tun Razak Exchange,KG,KG,MRT Kajang,MRT Kajang,Same line,37752,5,4,37.752
2026-03,KG22: Maluri,KG21: Cochrane,Maluri,Cochrane,KG,KG,MRT Kajang,MRT Kajang,Same line,19320,5,12,19.32
2026-03,KG22: Maluri,KJ03: Wangsa Maju,Maluri,Wangsa Maju,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1721,5,14,1.721
2026-03,KG22: Maluri,KJ09: Ampang Park,Maluri,Ampang Park,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,107,5,7,0.107
2026-03,KG22: Maluri,KJ10: KLCC,Maluri,KLCC,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,3715,5,2,3.715
2026-03,KG22: Maluri,KJ14: Pasar Seni,Maluri,Pasar Seni,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,6334,5,8,6.334
2026-03,KG22: Maluri,KJ15: KL Sentral,Maluri,KL Sentral,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,1641,5,3,1.641
2026-03,KG22: Maluri,KJ16: Bank Rakyat Bangsar,Maluri,Bank Rakyat Bangsar,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,3590,5,15,3.59
2026-03,KG22: Maluri,KJ17: Abdullah Hukum,Maluri,Abdullah Hukum,KG,KJ,MRT Kajang,Kelana Jaya,Inter-line,6441,5,6,6.441
2026-03,KG22: Maluri,MR06: Bukit Bintang,Maluri,Bukit Bintang,KG,MR,MRT Kajang,Monorail,Inter-line,64,5,9,0.064
2026-03,KJ03: Wangsa Maju,AG07: Masjid Jamek,Wangsa Maju,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,5710,14,10,5.71
2026-03,KJ03: Wangsa Maju,KG09: Bandar Utama,Wangsa Maju,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2383,14,13,2.383
2026-03,KJ03: Wangsa Maju,KG15: Muzium Negara,Wangsa Maju,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,251,14,11,0.251
2026-03,KJ03: Wangsa Maju,KG18: Bukit Bintang,Wangsa Maju,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,5012,14,1,5.012
2026-03,KJ03: Wangsa Maju,KG20: Tun Razak Exchange,Wangsa Maju,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,973,14,4,0.973
2026-03,KJ03: Wangsa Maju,KG21: Cochrane,Wangsa Maju,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1485,14,12,1.485
2026-03,KJ03: Wangsa Maju,KG22: Maluri,Wangsa Maju,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1750,14,5,1.75
2026-03,KJ03: Wangsa Maju,KJ09: Ampang Park,Wangsa Maju,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,51585,14,7,51.585
2026-03,KJ03: Wangsa Maju,KJ10: KLCC,Wangsa Maju,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,34326,14,2,34.326
2026-03,KJ03: Wangsa Maju,KJ14: Pasar Seni,Wangsa Maju,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,7351,14,8,7.351
2026-03,KJ03: Wangsa Maju,KJ15: KL Sentral,Wangsa Maju,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,17536,14,3,17.536
2026-03,KJ03: Wangsa Maju,KJ16: Bank Rakyat Bangsar,Wangsa Maju,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,4229,14,15,4.229
2026-03,KJ03: Wangsa Maju,KJ17: Abdullah Hukum,Wangsa Maju,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,12887,14,6,12.887
2026-03,KJ03: Wangsa Maju,MR06: Bukit Bintang,Wangsa Maju,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,26,14,9,0.026
2026-03,KJ09: Ampang Park,AG07: Masjid Jamek,Ampang Park,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,4833,7,10,4.833
2026-03,KJ09: Ampang Park,KG09: Bandar Utama,Ampang Park,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,682,7,13,0.682
2026-03,KJ09: Ampang Park,KG15: Muzium Negara,Ampang Park,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,75,7,11,0.075
2026-03,KJ09: Ampang Park,KG18: Bukit Bintang,Ampang Park,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,689,7,1,0.689
2026-03,KJ09: Ampang Park,KG20: Tun Razak Exchange,Ampang Park,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,110,7,4,0.11
2026-03,KJ09: Ampang Park,KG21: Cochrane,Ampang Park,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,137,7,12,0.137
2026-03,KJ09: Ampang Park,KG22: Maluri,Ampang Park,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,241,7,5,0.241
2026-03,KJ09: Ampang Park,KJ03: Wangsa Maju,Ampang Park,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,59510,7,14,59.51
2026-03,KJ09: Ampang Park,KJ10: KLCC,Ampang Park,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,61936,7,2,61.936
2026-03,KJ09: Ampang Park,KJ14: Pasar Seni,Ampang Park,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,6376,7,8,6.376
2026-03,KJ09: Ampang Park,KJ15: KL Sentral,Ampang Park,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,16713,7,3,16.713
2026-03,KJ09: Ampang Park,KJ16: Bank Rakyat Bangsar,Ampang Park,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,8091,7,15,8.091
2026-03,KJ09: Ampang Park,KJ17: Abdullah Hukum,Ampang Park,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,16824,7,6,16.824
2026-03,KJ09: Ampang Park,MR06: Bukit Bintang,Ampang Park,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,18,7,9,0.018
2026-03,KJ10: KLCC,AG07: Masjid Jamek,KLCC,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,18774,2,10,18.774
2026-03,KJ10: KLCC,KG09: Bandar Utama,KLCC,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,4443,2,13,4.443
2026-03,KJ10: KLCC,KG15: Muzium Negara,KLCC,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,377,2,11,0.377
2026-03,KJ10: KLCC,KG18: Bukit Bintang,KLCC,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,8664,2,1,8.664
2026-03,KJ10: KLCC,KG20: Tun Razak Exchange,KLCC,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2456,2,4,2.456
2026-03,KJ10: KLCC,KG21: Cochrane,KLCC,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2972,2,12,2.972
2026-03,KJ10: KLCC,KG22: Maluri,KLCC,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,4436,2,5,4.436
2026-03,KJ10: KLCC,KJ03: Wangsa Maju,KLCC,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,37257,2,14,37.257
2026-03,KJ10: KLCC,KJ09: Ampang Park,KLCC,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,73005,2,7,73.005
2026-03,KJ10: KLCC,KJ14: Pasar Seni,KLCC,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,28209,2,8,28.209
2026-03,KJ10: KLCC,KJ15: KL Sentral,KLCC,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,45631,2,3,45.631
2026-03,KJ10: KLCC,KJ16: Bank Rakyat Bangsar,KLCC,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,10555,2,15,10.555
2026-03,KJ10: KLCC,KJ17: Abdullah Hukum,KLCC,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,11541,2,6,11.541
2026-03,KJ10: KLCC,MR06: Bukit Bintang,KLCC,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,353,2,9,0.353
2026-03,KJ14: Pasar Seni,AG07: Masjid Jamek,Pasar Seni,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,7124,8,10,7.124
2026-03,KJ14: Pasar Seni,KG09: Bandar Utama,Pasar Seni,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,5462,8,13,5.462
2026-03,KJ14: Pasar Seni,KG15: Muzium Negara,Pasar Seni,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2514,8,11,2.514
2026-03,KJ14: Pasar Seni,KG18: Bukit Bintang,Pasar Seni,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,31826,8,1,31.826
2026-03,KJ14: Pasar Seni,KG20: Tun Razak Exchange,Pasar Seni,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,11626,8,4,11.626
2026-03,KJ14: Pasar Seni,KG21: Cochrane,Pasar Seni,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,7285,8,12,7.285
2026-03,KJ14: Pasar Seni,KG22: Maluri,Pasar Seni,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,5710,8,5,5.71
2026-03,KJ14: Pasar Seni,KJ03: Wangsa Maju,Pasar Seni,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,6616,8,14,6.616
2026-03,KJ14: Pasar Seni,KJ09: Ampang Park,Pasar Seni,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,5714,8,7,5.714
2026-03,KJ14: Pasar Seni,KJ10: KLCC,Pasar Seni,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,26443,8,2,26.443
2026-03,KJ14: Pasar Seni,KJ15: KL Sentral,Pasar Seni,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,31784,8,3,31.784
2026-03,KJ14: Pasar Seni,KJ16: Bank Rakyat Bangsar,Pasar Seni,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,10837,8,15,10.837
2026-03,KJ14: Pasar Seni,KJ17: Abdullah Hukum,Pasar Seni,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,8037,8,6,8.037
2026-03,KJ14: Pasar Seni,MR06: Bukit Bintang,Pasar Seni,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,52,8,9,0.052
2026-03,KJ15: KL Sentral,AG07: Masjid Jamek,KL Sentral,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,21133,3,10,21.133
2026-03,KJ15: KL Sentral,KG09: Bandar Utama,KL Sentral,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,524,3,13,0.524
2026-03,KJ15: KL Sentral,KG15: Muzium Negara,KL Sentral,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,149,3,11,0.149
2026-03,KJ15: KL Sentral,KG18: Bukit Bintang,KL Sentral,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,3425,3,1,3.425
2026-03,KJ15: KL Sentral,KG20: Tun Razak Exchange,KL Sentral,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1963,3,4,1.963
2026-03,KJ15: KL Sentral,KG21: Cochrane,KL Sentral,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1152,3,12,1.152
2026-03,KJ15: KL Sentral,KG22: Maluri,KL Sentral,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1804,3,5,1.804
2026-03,KJ15: KL Sentral,KJ03: Wangsa Maju,KL Sentral,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,20257,3,14,20.257
2026-03,KJ15: KL Sentral,KJ09: Ampang Park,KL Sentral,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,16639,3,7,16.639
2026-03,KJ15: KL Sentral,KJ10: KLCC,KL Sentral,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,49808,3,2,49.808
2026-03,KJ15: KL Sentral,KJ14: Pasar Seni,KL Sentral,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,31668,3,8,31.668
2026-03,KJ15: KL Sentral,KJ16: Bank Rakyat Bangsar,KL Sentral,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,46744,3,15,46.744
2026-03,KJ15: KL Sentral,KJ17: Abdullah Hukum,KL Sentral,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,42374,3,6,42.374
2026-03,KJ15: KL Sentral,MR06: Bukit Bintang,KL Sentral,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,48,3,9,0.048
2026-03,KJ16: Bank Rakyat Bangsar,AG07: Masjid Jamek,Bank Rakyat Bangsar,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,4991,15,10,4.991
2026-03,KJ16: Bank Rakyat Bangsar,KG09: Bandar Utama,Bank Rakyat Bangsar,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1202,15,13,1.202
2026-03,KJ16: Bank Rakyat Bangsar,KG15: Muzium Negara,Bank Rakyat Bangsar,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,46,15,11,0.046
2026-03,KJ16: Bank Rakyat Bangsar,KG18: Bukit Bintang,Bank Rakyat Bangsar,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,5332,15,1,5.332
2026-03,KJ16: Bank Rakyat Bangsar,KG20: Tun Razak Exchange,Bank Rakyat Bangsar,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2640,15,4,2.64
2026-03,KJ16: Bank Rakyat Bangsar,KG21: Cochrane,Bank Rakyat Bangsar,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,1723,15,12,1.723
2026-03,KJ16: Bank Rakyat Bangsar,KG22: Maluri,Bank Rakyat Bangsar,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,3502,15,5,3.502
2026-03,KJ16: Bank Rakyat Bangsar,KJ03: Wangsa Maju,Bank Rakyat Bangsar,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,4528,15,14,4.528
2026-03,KJ16: Bank Rakyat Bangsar,KJ09: Ampang Park,Bank Rakyat Bangsar,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,8713,15,7,8.713
2026-03,KJ16: Bank Rakyat Bangsar,KJ10: KLCC,Bank Rakyat Bangsar,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,11188,15,2,11.188
2026-03,KJ16: Bank Rakyat Bangsar,KJ14: Pasar Seni,Bank Rakyat Bangsar,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,11959,15,8,11.959
2026-03,KJ16: Bank Rakyat Bangsar,KJ15: KL Sentral,Bank Rakyat Bangsar,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,45265,15,3,45.265
2026-03,KJ16: Bank Rakyat Bangsar,KJ17: Abdullah Hukum,Bank Rakyat Bangsar,Abdullah Hukum,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,21279,15,6,21.279
2026-03,KJ16: Bank Rakyat Bangsar,MR06: Bukit Bintang,Bank Rakyat Bangsar,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,28,15,9,0.028
2026-03,KJ17: Abdullah Hukum,AG07: Masjid Jamek,Abdullah Hukum,Masjid Jamek,KJ,AG,Kelana Jaya,Ampang,Inter-line,5112,6,10,5.112
2026-03,KJ17: Abdullah Hukum,KG09: Bandar Utama,Abdullah Hukum,Bandar Utama,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,2521,6,13,2.521
2026-03,KJ17: Abdullah Hukum,KG15: Muzium Negara,Abdullah Hukum,Muzium Negara,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,63,6,11,0.063
2026-03,KJ17: Abdullah Hukum,KG18: Bukit Bintang,Abdullah Hukum,Bukit Bintang,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,8077,6,1,8.077
2026-03,KJ17: Abdullah Hukum,KG20: Tun Razak Exchange,Abdullah Hukum,Tun Razak Exchange,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,4124,6,4,4.124
2026-03,KJ17: Abdullah Hukum,KG21: Cochrane,Abdullah Hukum,Cochrane,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,3559,6,12,3.559
2026-03,KJ17: Abdullah Hukum,KG22: Maluri,Abdullah Hukum,Maluri,KJ,KG,Kelana Jaya,MRT Kajang,Inter-line,7434,6,5,7.434
2026-03,KJ17: Abdullah Hukum,KJ03: Wangsa Maju,Abdullah Hukum,Wangsa Maju,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,13559,6,14,13.559
2026-03,KJ17: Abdullah Hukum,KJ09: Ampang Park,Abdullah Hukum,Ampang Park,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,16843,6,7,16.843
2026-03,KJ17: Abdullah Hukum,KJ10: KLCC,Abdullah Hukum,KLCC,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,11600,6,2,11.6
2026-03,KJ17: Abdullah Hukum,KJ14: Pasar Seni,Abdullah Hukum,Pasar Seni,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,9231,6,8,9.231
2026-03,KJ17: Abdullah Hukum,KJ15: KL Sentral,Abdullah Hukum,KL Sentral,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,43560,6,3,43.56
2026-03,KJ17: Abdullah Hukum,KJ16: Bank Rakyat Bangsar,Abdullah Hukum,Bank Rakyat Bangsar,KJ,KJ,Kelana Jaya,Kelana Jaya,Same line,19144,6,15,19.144
2026-03,KJ17: Abdullah Hukum,MR06: Bukit Bintang,Abdullah Hukum,Bukit Bintang,KJ,MR,Kelana Jaya,Monorail,Inter-line,35,6,9,0.035
2026-03,MR06: Bukit Bintang,AG07: Masjid Jamek,Bukit Bintang,Masjid Jamek,MR,AG,Monorail,Ampang,Inter-line,2283,9,10,2.283
2026-03,MR06: Bukit Bintang,KG09: Bandar Utama,Bukit Bintang,Bandar Utama,MR,KG,Monorail,MRT Kajang,Inter-line,11,9,13,0.011
2026-03,MR06: Bukit Bintang,KG15: Muzium Negara,Bukit Bintang,Muzium Negara,MR,KG,Monorail,MRT Kajang,Inter-line,25,9,11,0.025
2026-03,MR06: Bukit Bintang,KG18: Bukit Bintang,Bukit Bintang,Bukit Bintang,MR,KG,Monorail,MRT Kajang,Inter-line,34,9,1,0.034
2026-03,MR06: Bukit Bintang,KG20: Tun Razak Exchange,Bukit Bintang,Tun Razak Exchange,MR,KG,Monorail,MRT Kajang,Inter-line,55,9,4,0.055
2026-03,MR06: Bukit Bintang,KG21: Cochrane,Bukit Bintang,Cochrane,MR,KG,Monorail,MRT Kajang,Inter-line,40,9,12,0.04
2026-03,MR06: Bukit Bintang,KG22: Maluri,Bukit Bintang,Maluri,MR,KG,Monorail,MRT Kajang,Inter-line,199,9,5,0.199
2026-03,MR06: Bukit Bintang,KJ03: Wangsa Maju,Bukit Bintang,Wangsa Maju,MR,KJ,Monorail,Kelana Jaya,Inter-line,45,9,14,0.045
2026-03,MR06: Bukit Bintang,KJ09: Ampang Park,Bukit Bintang,Ampang Park,MR,KJ,Monorail,Kelana Jaya,Inter-line,6,9,7,0.006
2026-03,MR06: Bukit Bintang,KJ10: KLCC,Bukit Bintang,KLCC,MR,KJ,Monorail,Kelana Jaya,Inter-line,239,9,2,0.239
2026-03,MR06: Bukit Bintang,KJ14: Pasar Seni,Bukit Bintang,Pasar Seni,MR,KJ,Monorail,Kelana Jaya,Inter-line,101,9,8,0.101
2026-03,MR06: Bukit Bintang,KJ15: KL Sentral,Bukit Bintang,KL Sentral,MR,KJ,Monorail,Kelana Jaya,Inter-line,17,9,3,0.017
2026-03,MR06: Bukit Bintang,KJ16: Bank Rakyat Bangsar,Bukit Bintang,Bank Rakyat Bangsar,MR,KJ,Monorail,Kelana Jaya,Inter-line,7,9,15,0.007
2026-03,MR06: Bukit Bintang,KJ17: Abdullah Hukum,Bukit Bintang,Abdullah Hukum,MR,KJ,Monorail,Kelana Jaya,Inter-line,29,9,6,0.029
2026-04,AG07: Masjid Jamek,KG09: Bandar Utama,Masjid Jamek,Bandar Utama,AG,KG,Ampang,MRT Kajang,Inter-line,832,10,13,0.832
2026-04,AG07: Masjid Jamek,KG15: Muzium Negara,Masjid Jamek,Muzium Negara,AG,KG,Ampang,MRT Kajang,Inter-line,165,10,11,0.165
2026-04,AG07: Masjid Jamek,KG18: Bukit Bintang,Masjid Jamek,Bukit Bintang,AG,KG,Ampang,MRT Kajang,Inter-line,4774,10,1,4.774
2026-04,AG07: Masjid Jamek,KG20: Tun Razak Exchange,Masjid Jamek,Tun Razak Exchange,AG,KG,Ampang,MRT Kajang,Inter-line,1964,10,4,1.964
2026-04,AG07: Masjid Jamek,KG21: Cochrane,Masjid Jamek,Cochrane,AG,KG,Ampang,MRT Kajang,Inter-line,1338,10,12,1.338
2026-04,AG07: Masjid Jamek,KG22: Maluri,Masjid Jamek,Maluri,AG,KG,Ampang,MRT Kajang,Inter-line,2246,10,5,2.246
2026-04,AG07: Masjid Jamek,KJ03: Wangsa Maju,Masjid Jamek,Wangsa Maju,AG,KJ,Ampang,Kelana Jaya,Inter-line,3639,10,14,3.639
2026-04,AG07: Masjid Jamek,KJ09: Ampang Park,Masjid Jamek,Ampang Park,AG,KJ,Ampang,Kelana Jaya,Inter-line,3601,10,7,3.601
2026-04,AG07: Masjid Jamek,KJ10: KLCC,Masjid Jamek,KLCC,AG,KJ,Ampang,Kelana Jaya,Inter-line,16614,10,2,16.614
2026-04,AG07: Masjid Jamek,KJ14: Pasar Seni,Masjid Jamek,Pasar Seni,AG,KJ,Ampang,Kelana Jaya,Inter-line,6251,10,8,6.251
2026-04,AG07: Masjid Jamek,KJ15: KL Sentral,Masjid Jamek,KL Sentral,AG,KJ,Ampang,Kelana Jaya,Inter-line,17203,10,3,17.203
