origin,destination,od_pair,fare_rm,time_min,route,transfer_count,transfer_group,fare_label,time_label
Wangsa Maju,SS 15,Wangsa Maju → SS 15,4.0,60.0,KJL[Wangsa Maju > SS 15],0,Direct journey,RM 4.00,60 min
Wangsa Maju,SS 18,Wangsa Maju → SS 18,4.1,62.0,KJL[Wangsa Maju > SS 18],0,Direct journey,RM 4.10,62 min
Wangsa Maju,USJ 7 (KJL),Wangsa Maju → USJ 7 (KJL),4.3,65.0,KJL[Wangsa Maju > USJ 7 (KJL)],0,Direct journey,RM 4.30,65 min
Wangsa Maju,Taipan,Wangsa Maju → Taipan,4.4,66.0,KJL[Wangsa Maju > Taipan],0,Direct journey,RM 4.40,66 min
Wangsa Maju,Wawasan,Wangsa Maju → Wawasan,4.5,69.0,KJL[Wangsa Maju > Wawasan],0,Direct journey,RM 4.50,69 min
Wangsa Maju,USJ 21,Wangsa Maju → USJ 21,4.6,71.0,KJL[Wangsa Maju > USJ 21],0,Direct journey,RM 4.60,71 min
Wangsa Maju,Alam Megah,Wangsa Maju → Alam Megah,4.8,74.0,KJL[Wangsa Maju > Alam Megah],0,Direct journey,RM 4.80,74 min
Wangsa Maju,Subang Alam,Wangsa Maju → Subang Alam,4.9,77.0,KJL[Wangsa Maju > Subang Alam],0,Direct journey,RM 4.90,77 min
Wangsa Maju,Putra Heights (KJL),Wangsa Maju → Putra Heights (KJL),4.9,81.0,KJL[Wangsa Maju > Putra Heights (KJL)],0,Direct journey,RM 4.90,81 min
Wangsa Maju,Sungai Buloh,Wangsa Maju → Sungai Buloh,5.5,59.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Buloh],1,1+ transfer,RM 5.50,59 min
Wangsa Maju,Kampung Selamat,Wangsa Maju → Kampung Selamat,6.1,57.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kampung Selamat],1,1+ transfer,RM 6.10,57 min
Wangsa Maju,Kwasa Damansara,Wangsa Maju → Kwasa Damansara,5.8,55.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Damansara],1,1+ transfer,RM 5.80,55 min
Wangsa Maju,Kwasa Sentral,Wangsa Maju → Kwasa Sentral,5.7,52.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Sentral],1,1+ transfer,RM 5.70,52 min
Wangsa Maju,Kota Damansara,Wangsa Maju → Kota Damansara,5.8,49.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kota Damansara],1,1+ transfer,RM 5.80,49 min
Wangsa Maju,Surian,Wangsa Maju → Surian,5.6,46.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Surian],1,1+ transfer,RM 5.60,46 min
Wangsa Maju,Mutiara Damansara,Wangsa Maju → Mutiara Damansara,5.7,43.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Mutiara Damansara],1,1+ transfer,RM 5.70,43 min
Wangsa Maju,Bandar Utama,Wangsa Maju → Bandar Utama,5.4,41.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Utama],1,1+ transfer,RM 5.40,41 min
Wangsa Maju,TTDI,Wangsa Maju → TTDI,5.1,38.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > TTDI],1,1+ transfer,RM 5.10,38 min
Wangsa Maju,Phileo Damansara,Wangsa Maju → Phileo Damansara,5.1,35.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Phileo Damansara],1,1+ transfer,RM 5.10,35 min
Wangsa Maju,Pusat Bandar Damansara,Wangsa Maju → Pusat Bandar Damansara,4.2,31.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pusat Bandar Damansara],1,1+ transfer,RM 4.20,31 min
Wangsa Maju,Semantan,Wangsa Maju → Semantan,4.2,29.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Semantan],1,1+ transfer,RM 4.20,29 min
Wangsa Maju,Muzium Negara,Wangsa Maju → Muzium Negara,3.6,25.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Muzium Negara],1,1+ transfer,RM 3.60,25 min
Wangsa Maju,Pasar Seni (SBK),Wangsa Maju → Pasar Seni (SBK),3.2,23.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pasar Seni (SBK)],1,1+ transfer,RM 3.20,23 min
Wangsa Maju,Merdeka,Wangsa Maju → Merdeka,3.3,24.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Merdeka],1,1+ transfer,RM 3.30,24 min
Wangsa Maju,Bukit Bintang,Wangsa Maju → Bukit Bintang,3.6,27.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Bintang],1,1+ transfer,RM 3.60,27 min
Wangsa Maju,Tun Razak Exchange (TRX),Wangsa Maju → Tun Razak Exchange (TRX),3.9,29.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Tun Razak Exchange (TRX)],1,1+ transfer,RM 3.90,29 min
Wangsa Maju,Cochrane,Wangsa Maju → Cochrane,4.2,32.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Cochrane],1,1+ transfer,RM 4.20,32 min
Wangsa Maju,Maluri (SBK),Wangsa Maju → Maluri (SBK),4.2,33.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Maluri (SBK)],1,1+ transfer,RM 4.20,33 min
Wangsa Maju,Taman Pertama,Wangsa Maju → Taman Pertama,4.7,37.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Pertama],1,1+ transfer,RM 4.70,37 min
Wangsa Maju,Taman Midah,Wangsa Maju → Taman Midah,4.9,39.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Midah],1,1+ transfer,RM 4.90,39 min
Wangsa Maju,Taman Mutiara,Wangsa Maju → Taman Mutiara,5.2,41.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Mutiara],1,1+ transfer,RM 5.20,41 min
Wangsa Maju,Taman Connaught,Wangsa Maju → Taman Connaught,5.6,44.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Connaught],1,1+ transfer,RM 5.60,44 min
Wangsa Maju,Taman Suntex,Wangsa Maju → Taman Suntex,6.1,46.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Suntex],1,1+ transfer,RM 6.10,46 min
Wangsa Maju,Sri Raya,Wangsa Maju → Sri Raya,6.0,49.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sri Raya],1,1+ transfer,RM 6.00,49 min
Wangsa Maju,Bandar Tun Hussein Onn,Wangsa Maju → Bandar Tun Hussein Onn,6.3,51.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Tun Hussein Onn],1,1+ transfer,RM 6.30,51 min
Wangsa Maju,Batu 11 Cheras,Wangsa Maju → Batu 11 Cheras,6.5,53.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Batu 11 Cheras],1,1+ transfer,RM 6.50,53 min
Wangsa Maju,Bukit Dukung,Wangsa Maju → Bukit Dukung,6.4,56.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Dukung],1,1+ transfer,RM 6.40,56 min
Wangsa Maju,Sungai Jernih,Wangsa Maju → Sungai Jernih,6.9,60.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Jernih],1,1+ transfer,RM 6.90,60 min
Wangsa Maju,Stadium Kajang,Wangsa Maju → Stadium Kajang,7.0,61.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Stadium Kajang],1,1+ transfer,RM 7.00,61 min
Wangsa Maju,Kajang,Wangsa Maju → Kajang,6.6,64.0,KJL[Wangsa Maju > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kajang],1,1+ transfer,RM 6.60,64 min
Sri Rampai,Setiawangsa,Sri Rampai → Setiawangsa,1.5,6.0,KJL[Sri Rampai > Setiawangsa],0,Direct journey,RM 1.50,6 min
Sri Rampai,Jelatek,Sri Rampai → Jelatek,1.8,8.0,KJL[Sri Rampai > Jelatek],0,Direct journey,RM 1.80,8 min
Sri Rampai,Dato' Keramat,Sri Rampai → Dato' Keramat,1.8,9.0,KJL[Sri Rampai > Dato' Keramat],0,Direct journey,RM 1.80,9 min
Sri Rampai,Damai,Sri Rampai → Damai,2.0,10.0,KJL[Sri Rampai > Damai],0,Direct journey,RM 2.00,10 min
Sri Rampai,Ampang Park,Sri Rampai → Ampang Park,2.2,12.0,KJL[Sri Rampai > Ampang Park],0,Direct journey,RM 2.20,12 min
Sri Rampai,KLCC,Sri Rampai → KLCC,2.4,13.0,KJL[Sri Rampai > KLCC],0,Direct journey,RM 2.40,13 min
Sri Rampai,Kampung Baru,Sri Rampai → Kampung Baru,2.6,15.0,KJL[Sri Rampai > Kampung Baru],0,Direct journey,RM 2.60,15 min
Sri Rampai,Dang Wangi,Sri Rampai → Dang Wangi,2.6,17.0,KJL[Sri Rampai > Dang Wangi],0,Direct journey,RM 2.60,17 min
Sri Rampai,Masjid Jamek (KJL),Sri Rampai → Masjid Jamek (KJL),2.8,19.0,KJL[Sri Rampai > Masjid Jamek (KJL)],0,Direct journey,RM 2.80,19 min
Sri Rampai,Pasar Seni (KJL),Sri Rampai → Pasar Seni (KJL),3.0,20.0,KJL[Sri Rampai > Pasar Seni (KJL)],0,Direct journey,RM 3.00,20 min
Sri Rampai,KL Sentral (KJL),Sri Rampai → KL Sentral (KJL),3.3,23.0,KJL[Sri Rampai > KL Sentral (KJL)],0,Direct journey,RM 3.30,23 min
Sri Rampai,Bangsar,Sri Rampai → Bangsar,3.1,25.0,KJL[Sri Rampai > Bangsar],0,Direct journey,RM 3.10,25 min
Sri Rampai,Abdullah Hukum,Sri Rampai → Abdullah Hukum,3.3,28.0,KJL[Sri Rampai > Abdullah Hukum],0,Direct journey,RM 3.30,28 min
Sri Rampai,Kerinchi,Sri Rampai → Kerinchi,3.4,29.0,KJL[Sri Rampai > Kerinchi],0,Direct journey,RM 3.40,29 min
Sri Rampai,Universiti,Sri Rampai → Universiti,3.5,31.0,KJL[Sri Rampai > Universiti],0,Direct journey,RM 3.50,31 min
Sri Rampai,Taman Jaya,Sri Rampai → Taman Jaya,3.3,35.0,KJL[Sri Rampai > Taman Jaya],0,Direct journey,RM 3.30,35 min
Sri Rampai,Asia Jaya,Sri Rampai → Asia Jaya,3.4,37.0,KJL[Sri Rampai > Asia Jaya],0,Direct journey,RM 3.40,37 min
Sri Rampai,Taman Paramount,Sri Rampai → Taman Paramount,3.6,40.0,KJL[Sri Rampai > Taman Paramount],0,Direct journey,RM 3.60,40 min
Sri Rampai,Taman Bahagia,Sri Rampai → Taman Bahagia,3.7,43.0,KJL[Sri Rampai > Taman Bahagia],0,Direct journey,RM 3.70,43 min
Sri Rampai,Kelana Jaya,Sri Rampai → Kelana Jaya,3.1,45.0,KJL[Sri Rampai > Kelana Jaya],0,Direct journey,RM 3.10,45 min
Sri Rampai,Lembah Subang,Sri Rampai → Lembah Subang,3.3,48.0,KJL[Sri Rampai > Lembah Subang],0,Direct journey,RM 3.30,48 min
Sri Rampai,Ara Damansara,Sri Rampai → Ara Damansara,3.3,50.0,KJL[Sri Rampai > Ara Damansara],0,Direct journey,RM 3.30,50 min
Sri Rampai,Glenmarie,Sri Rampai → Glenmarie,3.5,53.0,KJL[Sri Rampai > Glenmarie],0,Direct journey,RM 3.50,53 min
Sri Rampai,Subang Jaya,Sri Rampai → Subang Jaya,3.6,54.0,KJL[Sri Rampai > Subang Jaya],0,Direct journey,RM 3.60,54 min
Sri Rampai,SS 15,Sri Rampai → SS 15,3.8,58.0,KJL[Sri Rampai > SS 15],0,Direct journey,RM 3.80,58 min
Sri Rampai,SS 18,Sri Rampai → SS 18,3.8,60.0,KJL[Sri Rampai > SS 18],0,Direct journey,RM 3.80,60 min
Sri Rampai,USJ 7 (KJL),Sri Rampai → USJ 7 (KJL),4.0,63.0,KJL[Sri Rampai > USJ 7 (KJL)],0,Direct journey,RM 4.00,63 min
Sri Rampai,Taipan,Sri Rampai → Taipan,4.1,64.0,KJL[Sri Rampai > Taipan],0,Direct journey,RM 4.10,64 min
Sri Rampai,Wawasan,Sri Rampai → Wawasan,4.2,67.0,KJL[Sri Rampai > Wawasan],0,Direct journey,RM 4.20,67 min
Sri Rampai,USJ 21,Sri Rampai → USJ 21,4.3,69.0,KJL[Sri Rampai > USJ 21],0,Direct journey,RM 4.30,69 min
Sri Rampai,Alam Megah,Sri Rampai → Alam Megah,4.5,72.0,KJL[Sri Rampai > Alam Megah],0,Direct journey,RM 4.50,72 min
Sri Rampai,Subang Alam,Sri Rampai → Subang Alam,4.6,75.0,KJL[Sri Rampai > Subang Alam],0,Direct journey,RM 4.60,75 min
Sri Rampai,Putra Heights (KJL),Sri Rampai → Putra Heights (KJL),4.8,79.0,KJL[Sri Rampai > Putra Heights (KJL)],0,Direct journey,RM 4.80,79 min
Sri Rampai,Sungai Buloh,Sri Rampai → Sungai Buloh,5.3,57.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Buloh],1,1+ transfer,RM 5.30,57 min
Sri Rampai,Kampung Selamat,Sri Rampai → Kampung Selamat,5.9,55.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kampung Selamat],1,1+ transfer,RM 5.90,55 min
Sri Rampai,Kwasa Damansara,Sri Rampai → Kwasa Damansara,5.6,53.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Damansara],1,1+ transfer,RM 5.60,53 min
Sri Rampai,Kwasa Sentral,Sri Rampai → Kwasa Sentral,5.5,50.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Sentral],1,1+ transfer,RM 5.50,50 min
Sri Rampai,Kota Damansara,Sri Rampai → Kota Damansara,5.6,47.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kota Damansara],1,1+ transfer,RM 5.60,47 min
Sri Rampai,Surian,Sri Rampai → Surian,5.4,44.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Surian],1,1+ transfer,RM 5.40,44 min
Sri Rampai,Mutiara Damansara,Sri Rampai → Mutiara Damansara,5.5,41.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Mutiara Damansara],1,1+ transfer,RM 5.50,41 min
Sri Rampai,Bandar Utama,Sri Rampai → Bandar Utama,5.2,39.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Utama],1,1+ transfer,RM 5.20,39 min
Sri Rampai,TTDI,Sri Rampai → TTDI,4.9,36.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > TTDI],1,1+ transfer,RM 4.90,36 min
Sri Rampai,Phileo Damansara,Sri Rampai → Phileo Damansara,4.9,33.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Phileo Damansara],1,1+ transfer,RM 4.90,33 min
Sri Rampai,Pusat Bandar Damansara,Sri Rampai → Pusat Bandar Damansara,4.0,29.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pusat Bandar Damansara],1,1+ transfer,RM 4.00,29 min
Sri Rampai,Semantan,Sri Rampai → Semantan,4.0,27.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Semantan],1,1+ transfer,RM 4.00,27 min
Sri Rampai,Muzium Negara,Sri Rampai → Muzium Negara,3.4,23.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Muzium Negara],1,1+ transfer,RM 3.40,23 min
Sri Rampai,Pasar Seni (SBK),Sri Rampai → Pasar Seni (SBK),3.0,21.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pasar Seni (SBK)],1,1+ transfer,RM 3.00,21 min
Sri Rampai,Merdeka,Sri Rampai → Merdeka,3.1,22.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Merdeka],1,1+ transfer,RM 3.10,22 min
Sri Rampai,Bukit Bintang,Sri Rampai → Bukit Bintang,3.4,25.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Bintang],1,1+ transfer,RM 3.40,25 min
Sri Rampai,Tun Razak Exchange (TRX),Sri Rampai → Tun Razak Exchange (TRX),3.7,27.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Tun Razak Exchange (TRX)],1,1+ transfer,RM 3.70,27 min
Sri Rampai,Cochrane,Sri Rampai → Cochrane,4.0,30.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Cochrane],1,1+ transfer,RM 4.00,30 min
Sri Rampai,Maluri (SBK),Sri Rampai → Maluri (SBK),4.0,31.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Maluri (SBK)],1,1+ transfer,RM 4.00,31 min
Sri Rampai,Taman Pertama,Sri Rampai → Taman Pertama,4.5,35.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Pertama],1,1+ transfer,RM 4.50,35 min
Sri Rampai,Taman Midah,Sri Rampai → Taman Midah,4.7,37.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Midah],1,1+ transfer,RM 4.70,37 min
Sri Rampai,Taman Mutiara,Sri Rampai → Taman Mutiara,5.0,39.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Mutiara],1,1+ transfer,RM 5.00,39 min
Sri Rampai,Taman Connaught,Sri Rampai → Taman Connaught,5.4,42.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Connaught],1,1+ transfer,RM 5.40,42 min
Sri Rampai,Taman Suntex,Sri Rampai → Taman Suntex,5.9,44.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Suntex],1,1+ transfer,RM 5.90,44 min
Sri Rampai,Sri Raya,Sri Rampai → Sri Raya,5.8,47.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sri Raya],1,1+ transfer,RM 5.80,47 min
Sri Rampai,Bandar Tun Hussein Onn,Sri Rampai → Bandar Tun Hussein Onn,6.1,49.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Tun Hussein Onn],1,1+ transfer,RM 6.10,49 min
Sri Rampai,Batu 11 Cheras,Sri Rampai → Batu 11 Cheras,6.2,51.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Batu 11 Cheras],1,1+ transfer,RM 6.20,51 min
Sri Rampai,Bukit Dukung,Sri Rampai → Bukit Dukung,6.1,54.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Dukung],1,1+ transfer,RM 6.10,54 min
Sri Rampai,Sungai Jernih,Sri Rampai → Sungai Jernih,6.6,58.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Jernih],1,1+ transfer,RM 6.60,58 min
Sri Rampai,Stadium Kajang,Sri Rampai → Stadium Kajang,6.8,59.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Stadium Kajang],1,1+ transfer,RM 6.80,59 min
Sri Rampai,Kajang,Sri Rampai → Kajang,6.4,62.0,KJL[Sri Rampai > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kajang],1,1+ transfer,RM 6.40,62 min
Setiawangsa,Jelatek,Setiawangsa → Jelatek,1.1,2.0,KJL[Setiawangsa > Jelatek],0,Direct journey,RM 1.10,2 min
Setiawangsa,Dato' Keramat,Setiawangsa → Dato' Keramat,1.2,3.0,KJL[Setiawangsa > Dato' Keramat],0,Direct journey,RM 1.20,3 min
Setiawangsa,Damai,Setiawangsa → Damai,1.4,4.0,KJL[Setiawangsa > Damai],0,Direct journey,RM 1.40,4 min
Setiawangsa,Ampang Park,Setiawangsa → Ampang Park,1.7,6.0,KJL[Setiawangsa > Ampang Park],0,Direct journey,RM 1.70,6 min
Setiawangsa,KLCC,Setiawangsa → KLCC,1.8,7.0,KJL[Setiawangsa > KLCC],0,Direct journey,RM 1.80,7 min
Setiawangsa,Kampung Baru,Setiawangsa → Kampung Baru,2.1,9.0,KJL[Setiawangsa > Kampung Baru],0,Direct journey,RM 2.10,9 min
Setiawangsa,Dang Wangi,Setiawangsa → Dang Wangi,2.3,11.0,KJL[Setiawangsa > Dang Wangi],0,Direct journey,RM 2.30,11 min
Setiawangsa,Masjid Jamek (KJL),Setiawangsa → Masjid Jamek (KJL),2.6,13.0,KJL[Setiawangsa > Masjid Jamek (KJL)],0,Direct journey,RM 2.60,13 min
Setiawangsa,Pasar Seni (KJL),Setiawangsa → Pasar Seni (KJL),2.8,14.0,KJL[Setiawangsa > Pasar Seni (KJL)],0,Direct journey,RM 2.80,14 min
Setiawangsa,KL Sentral (KJL),Setiawangsa → KL Sentral (KJL),2.8,17.0,KJL[Setiawangsa > KL Sentral (KJL)],0,Direct journey,RM 2.80,17 min
Setiawangsa,Bangsar,Setiawangsa → Bangsar,3.0,19.0,KJL[Setiawangsa > Bangsar],0,Direct journey,RM 3.00,19 min
Setiawangsa,Abdullah Hukum,Setiawangsa → Abdullah Hukum,3.2,22.0,KJL[Setiawangsa > Abdullah Hukum],0,Direct journey,RM 3.20,22 min
Setiawangsa,Kerinchi,Setiawangsa → Kerinchi,3.4,23.0,KJL[Setiawangsa > Kerinchi],0,Direct journey,RM 3.40,23 min
Setiawangsa,Universiti,Setiawangsa → Universiti,3.1,25.0,KJL[Setiawangsa > Universiti],0,Direct journey,RM 3.10,25 min
Setiawangsa,Taman Jaya,Setiawangsa → Taman Jaya,3.5,29.0,KJL[Setiawangsa > Taman Jaya],0,Direct journey,RM 3.50,29 min
Setiawangsa,Asia Jaya,Setiawangsa → Asia Jaya,3.6,31.0,KJL[Setiawangsa > Asia Jaya],0,Direct journey,RM 3.60,31 min
Setiawangsa,Taman Paramount,Setiawangsa → Taman Paramount,3.3,34.0,KJL[Setiawangsa > Taman Paramount],0,Direct journey,RM 3.30,34 min
Setiawangsa,Taman Bahagia,Setiawangsa → Taman Bahagia,3.4,37.0,KJL[Setiawangsa > Taman Bahagia],0,Direct journey,RM 3.40,37 min
Setiawangsa,Kelana Jaya,Setiawangsa → Kelana Jaya,3.5,39.0,KJL[Setiawangsa > Kelana Jaya],0,Direct journey,RM 3.50,39 min
Setiawangsa,Lembah Subang,Setiawangsa → Lembah Subang,3.7,42.0,KJL[Setiawangsa > Lembah Subang],0,Direct journey,RM 3.70,42 min
Setiawangsa,Ara Damansara,Setiawangsa → Ara Damansara,3.8,44.0,KJL[Setiawangsa > Ara Damansara],0,Direct journey,RM 3.80,44 min
Setiawangsa,Glenmarie,Setiawangsa → Glenmarie,3.2,47.0,KJL[Setiawangsa > Glenmarie],0,Direct journey,RM 3.20,47 min
Setiawangsa,Subang Jaya,Setiawangsa → Subang Jaya,3.4,48.0,KJL[Setiawangsa > Subang Jaya],0,Direct journey,RM 3.40,48 min
Setiawangsa,SS 15,Setiawangsa → SS 15,3.5,52.0,KJL[Setiawangsa > SS 15],0,Direct journey,RM 3.50,52 min
Setiawangsa,SS 18,Setiawangsa → SS 18,3.6,54.0,KJL[Setiawangsa > SS 18],0,Direct journey,RM 3.60,54 min
Setiawangsa,USJ 7 (KJL),Setiawangsa → USJ 7 (KJL),3.8,57.0,KJL[Setiawangsa > USJ 7 (KJL)],0,Direct journey,RM 3.80,57 min
Setiawangsa,Taipan,Setiawangsa → Taipan,3.9,58.0,KJL[Setiawangsa > Taipan],0,Direct journey,RM 3.90,58 min
Setiawangsa,Wawasan,Setiawangsa → Wawasan,4.0,61.0,KJL[Setiawangsa > Wawasan],0,Direct journey,RM 4.00,61 min
Setiawangsa,USJ 21,Setiawangsa → USJ 21,4.1,63.0,KJL[Setiawangsa > USJ 21],0,Direct journey,RM 4.10,63 min
Setiawangsa,Alam Megah,Setiawangsa → Alam Megah,4.3,66.0,KJL[Setiawangsa > Alam Megah],0,Direct journey,RM 4.30,66 min
Setiawangsa,Subang Alam,Setiawangsa → Subang Alam,4.4,69.0,KJL[Setiawangsa > Subang Alam],0,Direct journey,RM 4.40,69 min
Setiawangsa,Putra Heights (KJL),Setiawangsa → Putra Heights (KJL),4.5,73.0,KJL[Setiawangsa > Putra Heights (KJL)],0,Direct journey,RM 4.50,73 min
Setiawangsa,Sungai Buloh,Setiawangsa → Sungai Buloh,5.2,51.0,KJL[Setiawangsa > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Buloh],1,1+ transfer,RM 5.20,51 min
Setiawangsa,Kampung Selamat,Setiawangsa → Kampung Selamat,5.8,49.0,KJL[Setiawangsa > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kampung Selamat],1,1+ transfer,RM 5.80,49 min
Setiawangsa,Kwasa Damansara,Setiawangsa → Kwasa Damansara,5.5,47.0,KJL[Setiawangsa > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Damansara],1,1+ transfer,RM 5.50,47 min
Setiawangsa,Kwasa Sentral,Setiawangsa → Kwasa Sentral,5.3,44.0,KJL[Setiawangsa > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Sentral],1,1+ transfer,RM 5.30,44 min
Setiawangsa,Kota Damansara,Setiawangsa → Kota Damansara,5.5,41.0,KJL[Setiawangsa > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kota Damansara],1,1+ transfer,RM 5.50,41 min
Setiawangsa,Surian,Setiawangsa → Surian,5.2,38.0,KJL[Setiawangsa > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Surian],1,1+ transfer,RM 5.20,38 min
Setiawangsa,Mutiara Damansara,Setiawangsa → Mutiara Damansara,5.3,35.0,KJL[Setiawangsa > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Mutiara Damansara],1,1+ transfer,RM 5.30,35 min
Setiawangsa,Bandar Utama,Setiawangsa → Bandar Utama,5.1,33.0,KJL[Setiawangsa > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Utama],1,1+ transfer,RM 5.10,33 min
