origin,destination,od_pair,fare_rm,time_min,route,transfer_count,transfer_group,fare_label,time_label
Taman Bahagia,Bukit Bintang,Taman Bahagia → Bukit Bintang,3.5,28.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Bintang],1,1+ transfer,RM 3.50,28 min
Taman Bahagia,Tun Razak Exchange (TRX),Taman Bahagia → Tun Razak Exchange (TRX),3.9,30.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Tun Razak Exchange (TRX)],1,1+ transfer,RM 3.90,30 min
Taman Bahagia,Cochrane,Taman Bahagia → Cochrane,4.1,33.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Cochrane],1,1+ transfer,RM 4.10,33 min
Taman Bahagia,Maluri (SBK),Taman Bahagia → Maluri (SBK),4.3,34.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Maluri (SBK)],1,1+ transfer,RM 4.30,34 min
Taman Bahagia,Taman Pertama,Taman Bahagia → Taman Pertama,4.7,38.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Pertama],1,1+ transfer,RM 4.70,38 min
Taman Bahagia,Taman Midah,Taman Bahagia → Taman Midah,4.9,40.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Midah],1,1+ transfer,RM 4.90,40 min
Taman Bahagia,Taman Mutiara,Taman Bahagia → Taman Mutiara,4.9,42.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Mutiara],1,1+ transfer,RM 4.90,42 min
Taman Bahagia,Taman Connaught,Taman Bahagia → Taman Connaught,5.1,45.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Connaught],1,1+ transfer,RM 5.10,45 min
Taman Bahagia,Taman Suntex,Taman Bahagia → Taman Suntex,5.6,47.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Suntex],1,1+ transfer,RM 5.60,47 min
Taman Bahagia,Sri Raya,Taman Bahagia → Sri Raya,5.4,50.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sri Raya],1,1+ transfer,RM 5.40,50 min
Taman Bahagia,Bandar Tun Hussein Onn,Taman Bahagia → Bandar Tun Hussein Onn,5.6,52.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Tun Hussein Onn],1,1+ transfer,RM 5.60,52 min
Taman Bahagia,Batu 11 Cheras,Taman Bahagia → Batu 11 Cheras,5.7,54.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Batu 11 Cheras],1,1+ transfer,RM 5.70,54 min
Taman Bahagia,Bukit Dukung,Taman Bahagia → Bukit Dukung,5.4,57.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Dukung],1,1+ transfer,RM 5.40,57 min
Taman Bahagia,Sungai Jernih,Taman Bahagia → Sungai Jernih,5.8,61.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Jernih],1,1+ transfer,RM 5.80,61 min
Taman Bahagia,Stadium Kajang,Taman Bahagia → Stadium Kajang,5.9,62.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Stadium Kajang],1,1+ transfer,RM 5.90,62 min
Taman Bahagia,Kajang,Taman Bahagia → Kajang,5.3,65.0,KJL[Taman Bahagia > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kajang],1,1+ transfer,RM 5.30,65 min
Kelana Jaya,Lembah Subang,Kelana Jaya → Lembah Subang,1.2,3.0,KJL[Kelana Jaya > Lembah Subang],0,Direct journey,RM 1.20,3 min
Kelana Jaya,Ara Damansara,Kelana Jaya → Ara Damansara,1.4,5.0,KJL[Kelana Jaya > Ara Damansara],0,Direct journey,RM 1.40,5 min
Kelana Jaya,Glenmarie,Kelana Jaya → Glenmarie,1.8,8.0,KJL[Kelana Jaya > Glenmarie],0,Direct journey,RM 1.80,8 min
Kelana Jaya,Subang Jaya,Kelana Jaya → Subang Jaya,2.1,9.0,KJL[Kelana Jaya > Subang Jaya],0,Direct journey,RM 2.10,9 min
Kelana Jaya,SS 15,Kelana Jaya → SS 15,2.4,13.0,KJL[Kelana Jaya > SS 15],0,Direct journey,RM 2.40,13 min
Kelana Jaya,SS 18,Kelana Jaya → SS 18,2.6,15.0,KJL[Kelana Jaya > SS 18],0,Direct journey,RM 2.60,15 min
Kelana Jaya,USJ 7 (KJL),Kelana Jaya → USJ 7 (KJL),2.7,18.0,KJL[Kelana Jaya > USJ 7 (KJL)],0,Direct journey,RM 2.70,18 min
Kelana Jaya,Taipan,Kelana Jaya → Taipan,2.9,19.0,KJL[Kelana Jaya > Taipan],0,Direct journey,RM 2.90,19 min
Kelana Jaya,Wawasan,Kelana Jaya → Wawasan,3.2,22.0,KJL[Kelana Jaya > Wawasan],0,Direct journey,RM 3.20,22 min
Kelana Jaya,USJ 21,Kelana Jaya → USJ 21,3.3,24.0,KJL[Kelana Jaya > USJ 21],0,Direct journey,RM 3.30,24 min
Kelana Jaya,Alam Megah,Kelana Jaya → Alam Megah,3.2,27.0,KJL[Kelana Jaya > Alam Megah],0,Direct journey,RM 3.20,27 min
Kelana Jaya,Subang Alam,Kelana Jaya → Subang Alam,3.5,30.0,KJL[Kelana Jaya > Subang Alam],0,Direct journey,RM 3.50,30 min
Kelana Jaya,Putra Heights (KJL),Kelana Jaya → Putra Heights (KJL),3.7,34.0,KJL[Kelana Jaya > Putra Heights (KJL)],0,Direct journey,RM 3.70,34 min
Kelana Jaya,Sungai Buloh,Kelana Jaya → Sungai Buloh,5.5,62.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Buloh],1,1+ transfer,RM 5.50,62 min
Kelana Jaya,Kampung Selamat,Kelana Jaya → Kampung Selamat,6.1,60.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kampung Selamat],1,1+ transfer,RM 6.10,60 min
Kelana Jaya,Kwasa Damansara,Kelana Jaya → Kwasa Damansara,5.8,58.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Damansara],1,1+ transfer,RM 5.80,58 min
Kelana Jaya,Kwasa Sentral,Kelana Jaya → Kwasa Sentral,5.7,55.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Sentral],1,1+ transfer,RM 5.70,55 min
Kelana Jaya,Kota Damansara,Kelana Jaya → Kota Damansara,5.8,52.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kota Damansara],1,1+ transfer,RM 5.80,52 min
Kelana Jaya,Surian,Kelana Jaya → Surian,5.6,49.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Surian],1,1+ transfer,RM 5.60,49 min
Kelana Jaya,Mutiara Damansara,Kelana Jaya → Mutiara Damansara,5.7,46.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Mutiara Damansara],1,1+ transfer,RM 5.70,46 min
Kelana Jaya,Bandar Utama,Kelana Jaya → Bandar Utama,5.4,44.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Utama],1,1+ transfer,RM 5.40,44 min
Kelana Jaya,TTDI,Kelana Jaya → TTDI,5.1,41.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > TTDI],1,1+ transfer,RM 5.10,41 min
Kelana Jaya,Phileo Damansara,Kelana Jaya → Phileo Damansara,5.1,38.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Phileo Damansara],1,1+ transfer,RM 5.10,38 min
Kelana Jaya,Pusat Bandar Damansara,Kelana Jaya → Pusat Bandar Damansara,4.5,34.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pusat Bandar Damansara],1,1+ transfer,RM 4.50,34 min
Kelana Jaya,Semantan,Kelana Jaya → Semantan,4.2,32.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Semantan],1,1+ transfer,RM 4.20,32 min
Kelana Jaya,Muzium Negara,Kelana Jaya → Muzium Negara,3.6,28.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Muzium Negara],1,1+ transfer,RM 3.60,28 min
Kelana Jaya,Pasar Seni (SBK),Kelana Jaya → Pasar Seni (SBK),3.2,26.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pasar Seni (SBK)],1,1+ transfer,RM 3.20,26 min
Kelana Jaya,Merdeka,Kelana Jaya → Merdeka,3.4,27.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Merdeka],1,1+ transfer,RM 3.40,27 min
Kelana Jaya,Bukit Bintang,Kelana Jaya → Bukit Bintang,3.7,30.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Bintang],1,1+ transfer,RM 3.70,30 min
Kelana Jaya,Tun Razak Exchange (TRX),Kelana Jaya → Tun Razak Exchange (TRX),4.1,32.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Tun Razak Exchange (TRX)],1,1+ transfer,RM 4.10,32 min
Kelana Jaya,Cochrane,Kelana Jaya → Cochrane,4.2,35.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Cochrane],1,1+ transfer,RM 4.20,35 min
Kelana Jaya,Maluri (SBK),Kelana Jaya → Maluri (SBK),4.5,36.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Maluri (SBK)],1,1+ transfer,RM 4.50,36 min
Kelana Jaya,Taman Pertama,Kelana Jaya → Taman Pertama,4.9,40.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Pertama],1,1+ transfer,RM 4.90,40 min
Kelana Jaya,Taman Midah,Kelana Jaya → Taman Midah,5.1,42.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Midah],1,1+ transfer,RM 5.10,42 min
Kelana Jaya,Taman Mutiara,Kelana Jaya → Taman Mutiara,5.0,44.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Mutiara],1,1+ transfer,RM 5.00,44 min
Kelana Jaya,Taman Connaught,Kelana Jaya → Taman Connaught,5.3,47.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Connaught],1,1+ transfer,RM 5.30,47 min
Kelana Jaya,Taman Suntex,Kelana Jaya → Taman Suntex,5.7,49.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Suntex],1,1+ transfer,RM 5.70,49 min
Kelana Jaya,Sri Raya,Kelana Jaya → Sri Raya,5.5,52.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sri Raya],1,1+ transfer,RM 5.50,52 min
Kelana Jaya,Bandar Tun Hussein Onn,Kelana Jaya → Bandar Tun Hussein Onn,5.8,54.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Tun Hussein Onn],1,1+ transfer,RM 5.80,54 min
Kelana Jaya,Batu 11 Cheras,Kelana Jaya → Batu 11 Cheras,5.9,56.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Batu 11 Cheras],1,1+ transfer,RM 5.90,56 min
Kelana Jaya,Bukit Dukung,Kelana Jaya → Bukit Dukung,5.6,59.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Dukung],1,1+ transfer,RM 5.60,59 min
Kelana Jaya,Sungai Jernih,Kelana Jaya → Sungai Jernih,6.0,63.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Jernih],1,1+ transfer,RM 6.00,63 min
Kelana Jaya,Stadium Kajang,Kelana Jaya → Stadium Kajang,6.1,64.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Stadium Kajang],1,1+ transfer,RM 6.10,64 min
Kelana Jaya,Kajang,Kelana Jaya → Kajang,5.5,67.0,KJL[Kelana Jaya > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kajang],1,1+ transfer,RM 5.50,67 min
Lembah Subang,Ara Damansara,Lembah Subang → Ara Damansara,1.1,2.0,KJL[Lembah Subang > Ara Damansara],0,Direct journey,RM 1.10,2 min
Lembah Subang,Glenmarie,Lembah Subang → Glenmarie,1.4,5.0,KJL[Lembah Subang > Glenmarie],0,Direct journey,RM 1.40,5 min
Lembah Subang,Subang Jaya,Lembah Subang → Subang Jaya,1.8,6.0,KJL[Lembah Subang > Subang Jaya],0,Direct journey,RM 1.80,6 min
Lembah Subang,SS 15,Lembah Subang → SS 15,2.0,10.0,KJL[Lembah Subang > SS 15],0,Direct journey,RM 2.00,10 min
Lembah Subang,SS 18,Lembah Subang → SS 18,2.1,12.0,KJL[Lembah Subang > SS 18],0,Direct journey,RM 2.10,12 min
Lembah Subang,USJ 7 (KJL),Lembah Subang → USJ 7 (KJL),2.7,15.0,KJL[Lembah Subang > USJ 7 (KJL)],0,Direct journey,RM 2.70,15 min
Lembah Subang,Taipan,Lembah Subang → Taipan,2.6,16.0,KJL[Lembah Subang > Taipan],0,Direct journey,RM 2.60,16 min
Lembah Subang,Wawasan,Lembah Subang → Wawasan,2.9,19.0,KJL[Lembah Subang > Wawasan],0,Direct journey,RM 2.90,19 min
Lembah Subang,USJ 21,Lembah Subang → USJ 21,3.1,21.0,KJL[Lembah Subang > USJ 21],0,Direct journey,RM 3.10,21 min
Lembah Subang,Alam Megah,Lembah Subang → Alam Megah,3.4,24.0,KJL[Lembah Subang > Alam Megah],0,Direct journey,RM 3.40,24 min
Lembah Subang,Subang Alam,Lembah Subang → Subang Alam,3.2,27.0,KJL[Lembah Subang > Subang Alam],0,Direct journey,RM 3.20,27 min
Lembah Subang,Putra Heights (KJL),Lembah Subang → Putra Heights (KJL),3.5,31.0,KJL[Lembah Subang > Putra Heights (KJL)],0,Direct journey,RM 3.50,31 min
Lembah Subang,Sungai Buloh,Lembah Subang → Sungai Buloh,5.4,65.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Buloh],1,1+ transfer,RM 5.40,65 min
Lembah Subang,Kampung Selamat,Lembah Subang → Kampung Selamat,6.0,63.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kampung Selamat],1,1+ transfer,RM 6.00,63 min
Lembah Subang,Kwasa Damansara,Lembah Subang → Kwasa Damansara,5.6,61.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Damansara],1,1+ transfer,RM 5.60,61 min
Lembah Subang,Kwasa Sentral,Lembah Subang → Kwasa Sentral,5.5,58.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Sentral],1,1+ transfer,RM 5.50,58 min
Lembah Subang,Kota Damansara,Lembah Subang → Kota Damansara,5.7,55.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kota Damansara],1,1+ transfer,RM 5.70,55 min
Lembah Subang,Surian,Lembah Subang → Surian,5.4,52.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Surian],1,1+ transfer,RM 5.40,52 min
Lembah Subang,Mutiara Damansara,Lembah Subang → Mutiara Damansara,5.5,49.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Mutiara Damansara],1,1+ transfer,RM 5.50,49 min
Lembah Subang,Bandar Utama,Lembah Subang → Bandar Utama,5.2,47.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Utama],1,1+ transfer,RM 5.20,47 min
Lembah Subang,TTDI,Lembah Subang → TTDI,4.9,44.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > TTDI],1,1+ transfer,RM 4.90,44 min
Lembah Subang,Phileo Damansara,Lembah Subang → Phileo Damansara,5.0,41.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Phileo Damansara],1,1+ transfer,RM 5.00,41 min
Lembah Subang,Pusat Bandar Damansara,Lembah Subang → Pusat Bandar Damansara,4.3,37.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pusat Bandar Damansara],1,1+ transfer,RM 4.30,37 min
Lembah Subang,Semantan,Lembah Subang → Semantan,4.1,35.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Semantan],1,1+ transfer,RM 4.10,35 min
Lembah Subang,Muzium Negara,Lembah Subang → Muzium Negara,3.4,31.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Muzium Negara],1,1+ transfer,RM 3.40,31 min
Lembah Subang,Pasar Seni (SBK),Lembah Subang → Pasar Seni (SBK),3.1,29.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pasar Seni (SBK)],1,1+ transfer,RM 3.10,29 min
Lembah Subang,Merdeka,Lembah Subang → Merdeka,3.3,30.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Merdeka],1,1+ transfer,RM 3.30,30 min
Lembah Subang,Bukit Bintang,Lembah Subang → Bukit Bintang,3.5,33.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Bintang],1,1+ transfer,RM 3.50,33 min
Lembah Subang,Tun Razak Exchange (TRX),Lembah Subang → Tun Razak Exchange (TRX),3.9,35.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Tun Razak Exchange (TRX)],1,1+ transfer,RM 3.90,35 min
Lembah Subang,Cochrane,Lembah Subang → Cochrane,4.1,38.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Cochrane],1,1+ transfer,RM 4.10,38 min
Lembah Subang,Maluri (SBK),Lembah Subang → Maluri (SBK),4.3,39.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Maluri (SBK)],1,1+ transfer,RM 4.30,39 min
Lembah Subang,Taman Pertama,Lembah Subang → Taman Pertama,4.7,43.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Pertama],1,1+ transfer,RM 4.70,43 min
Lembah Subang,Taman Midah,Lembah Subang → Taman Midah,4.9,45.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Midah],1,1+ transfer,RM 4.90,45 min
Lembah Subang,Taman Mutiara,Lembah Subang → Taman Mutiara,4.9,47.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Mutiara],1,1+ transfer,RM 4.90,47 min
Lembah Subang,Taman Connaught,Lembah Subang → Taman Connaught,5.2,50.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Connaught],1,1+ transfer,RM 5.20,50 min
Lembah Subang,Taman Suntex,Lembah Subang → Taman Suntex,5.6,52.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Taman Suntex],1,1+ transfer,RM 5.60,52 min
Lembah Subang,Sri Raya,Lembah Subang → Sri Raya,5.4,55.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sri Raya],1,1+ transfer,RM 5.40,55 min
Lembah Subang,Bandar Tun Hussein Onn,Lembah Subang → Bandar Tun Hussein Onn,5.6,57.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Tun Hussein Onn],1,1+ transfer,RM 5.60,57 min
Lembah Subang,Batu 11 Cheras,Lembah Subang → Batu 11 Cheras,5.8,59.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Batu 11 Cheras],1,1+ transfer,RM 5.80,59 min
Lembah Subang,Bukit Dukung,Lembah Subang → Bukit Dukung,5.4,62.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Dukung],1,1+ transfer,RM 5.40,62 min
Lembah Subang,Sungai Jernih,Lembah Subang → Sungai Jernih,5.8,66.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Jernih],1,1+ transfer,RM 5.80,66 min
Lembah Subang,Stadium Kajang,Lembah Subang → Stadium Kajang,5.9,67.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Stadium Kajang],1,1+ transfer,RM 5.90,67 min
Lembah Subang,Kajang,Lembah Subang → Kajang,5.4,70.0,KJL[Lembah Subang > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kajang],1,1+ transfer,RM 5.40,70 min
Ara Damansara,Glenmarie,Ara Damansara → Glenmarie,1.2,3.0,KJL[Ara Damansara > Glenmarie],0,Direct journey,RM 1.20,3 min
Ara Damansara,Subang Jaya,Ara Damansara → Subang Jaya,1.6,4.0,KJL[Ara Damansara > Subang Jaya],0,Direct journey,RM 1.60,4 min
Ara Damansara,SS 15,Ara Damansara → SS 15,1.8,8.0,KJL[Ara Damansara > SS 15],0,Direct journey,RM 1.80,8 min
Ara Damansara,SS 18,Ara Damansara → SS 18,2.1,10.0,KJL[Ara Damansara > SS 18],0,Direct journey,RM 2.10,10 min
Ara Damansara,USJ 7 (KJL),Ara Damansara → USJ 7 (KJL),2.5,13.0,KJL[Ara Damansara > USJ 7 (KJL)],0,Direct journey,RM 2.50,13 min
Ara Damansara,Taipan,Ara Damansara → Taipan,2.7,14.0,KJL[Ara Damansara > Taipan],0,Direct journey,RM 2.70,14 min
Ara Damansara,Wawasan,Ara Damansara → Wawasan,2.7,17.0,KJL[Ara Damansara > Wawasan],0,Direct journey,RM 2.70,17 min
Ara Damansara,USJ 21,Ara Damansara → USJ 21,2.9,19.0,KJL[Ara Damansara > USJ 21],0,Direct journey,RM 2.90,19 min
Ara Damansara,Alam Megah,Ara Damansara → Alam Megah,3.3,22.0,KJL[Ara Damansara > Alam Megah],0,Direct journey,RM 3.30,22 min
Ara Damansara,Subang Alam,Ara Damansara → Subang Alam,3.1,25.0,KJL[Ara Damansara > Subang Alam],0,Direct journey,RM 3.10,25 min
Ara Damansara,Putra Heights (KJL),Ara Damansara → Putra Heights (KJL),3.3,29.0,KJL[Ara Damansara > Putra Heights (KJL)],0,Direct journey,RM 3.30,29 min
Ara Damansara,Sungai Buloh,Ara Damansara → Sungai Buloh,5.5,67.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Sungai Buloh],1,1+ transfer,RM 5.50,67 min
Ara Damansara,Kampung Selamat,Ara Damansara → Kampung Selamat,6.1,65.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kampung Selamat],1,1+ transfer,RM 6.10,65 min
Ara Damansara,Kwasa Damansara,Ara Damansara → Kwasa Damansara,5.8,63.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Damansara],1,1+ transfer,RM 5.80,63 min
Ara Damansara,Kwasa Sentral,Ara Damansara → Kwasa Sentral,5.6,60.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kwasa Sentral],1,1+ transfer,RM 5.60,60 min
Ara Damansara,Kota Damansara,Ara Damansara → Kota Damansara,5.8,57.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Kota Damansara],1,1+ transfer,RM 5.80,57 min
Ara Damansara,Surian,Ara Damansara → Surian,5.5,54.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Surian],1,1+ transfer,RM 5.50,54 min
Ara Damansara,Mutiara Damansara,Ara Damansara → Mutiara Damansara,5.6,51.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Mutiara Damansara],1,1+ transfer,RM 5.60,51 min
Ara Damansara,Bandar Utama,Ara Damansara → Bandar Utama,5.4,49.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bandar Utama],1,1+ transfer,RM 5.40,49 min
Ara Damansara,TTDI,Ara Damansara → TTDI,5.0,46.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > TTDI],1,1+ transfer,RM 5.00,46 min
Ara Damansara,Phileo Damansara,Ara Damansara → Phileo Damansara,5.1,43.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Phileo Damansara],1,1+ transfer,RM 5.10,43 min
Ara Damansara,Pusat Bandar Damansara,Ara Damansara → Pusat Bandar Damansara,4.4,39.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pusat Bandar Damansara],1,1+ transfer,RM 4.40,39 min
Ara Damansara,Semantan,Ara Damansara → Semantan,4.2,37.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Semantan],1,1+ transfer,RM 4.20,37 min
Ara Damansara,Muzium Negara,Ara Damansara → Muzium Negara,3.5,33.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Muzium Negara],1,1+ transfer,RM 3.50,33 min
Ara Damansara,Pasar Seni (SBK),Ara Damansara → Pasar Seni (SBK),3.2,31.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Pasar Seni (SBK)],1,1+ transfer,RM 3.20,31 min
Ara Damansara,Merdeka,Ara Damansara → Merdeka,3.4,32.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Merdeka],1,1+ transfer,RM 3.40,32 min
Ara Damansara,Bukit Bintang,Ara Damansara → Bukit Bintang,3.7,35.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Bukit Bintang],1,1+ transfer,RM 3.70,35 min
Ara Damansara,Tun Razak Exchange (TRX),Ara Damansara → Tun Razak Exchange (TRX),4.0,37.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Tun Razak Exchange (TRX)],1,1+ transfer,RM 4.00,37 min
Ara Damansara,Cochrane,Ara Damansara → Cochrane,4.2,40.0,KJL[Ara Damansara > Pasar Seni (KJL)] >> SBK[Pasar Seni (SBK) > Cochrane],1,1+ transfer,RM 4.20,40 min
